FID,ESTACAO,TEMA,UF,MUNICIPIO,GEOCODIGO,VISITA,SITUACAO,CONEX_GPS,CONEX_RN,CONEX_EG,LATITUDE,LONGITUDE,FONTECOORD,ALTGEOM,FONTALTGEO,DATCALCPLAN,DATUM_PLAN,ALT_ORTO,ALT_NORMAL,SIGMALT_RN,NUM_GEOPOTENCIAL,DATUM_ALT,FONT_ALT,GRAVIDADE,NOTA
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a5,8081422,EG,DF,Brasília,5300108,09/07/2013,NÃO CONSTRUÍDO,,,,"-15,73765278","-47,35060556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   922,0000",,,,,GPS TOPOGRÁFICO," 978121,22",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a4,8081423,EG,DF,Brasília,5300108,09/07/2013,NÃO CONSTRUÍDO,,,,"-15,68996667","-47,34757222",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   931,2200",,,,,GPS TOPOGRÁFICO," 978116,02",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a3,8081424,EG,DF,Brasília,5300108,09/07/2013,NÃO CONSTRUÍDO,,,,"-15,69518611","-47,64014444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   964,4100",,,,,GPS TOPOGRÁFICO," 978103,40",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a2,8081426,EG,DF,Brasília,5300108,10/07/2013,NÃO CONSTRUÍDO,,,,"-15,99148889","-47,68371944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   874,8300",,,,,GPS TOPOGRÁFICO," 978128,74",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a1,8081427,EG,DF,Brasília,5300108,10/07/2013,NÃO CONSTRUÍDO,,,,"-16,02382778","-47,67958889",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   873,8300",,,,,GPS TOPOGRÁFICO," 978128,35",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a0,8081428,EG,DF,Brasília,5300108,10/07/2013,NÃO CONSTRUÍDO,,,,"-15,99126944","-47,72248889",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   938,2400",,,,,GPS TOPOGRÁFICO," 978116,67",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-799f,8081429,EG,DF,Brasília,5300108,10/07/2013,NÃO CONSTRUÍDO,,,,"-16,02958611","-47,72431944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1003,9900",,,,,GPS TOPOGRÁFICO," 978102,95",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-799e,8081430,EG,DF,Brasília,5300108,11/07/2013,NÃO CONSTRUÍDO,,,,"-16,03063889","-47,76082778",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   897,8600",,,,,GPS TOPOGRÁFICO," 978124,53",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-799d,8081431,EG,DF,Brasília,5300108,11/07/2013,NÃO CONSTRUÍDO,,,,"-15,99092222","-47,77813333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   974,9100",,,,,GPS TOPOGRÁFICO," 978108,06",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-799c,8081432,EG,DF,Brasília,5300108,11/07/2013,NÃO CONSTRUÍDO,,,,"-16,02961944","-47,84898611",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   934,7000",,,,,GPS TOPOGRÁFICO," 978108,53",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-799b,8081433,EG,DF,Brasília,5300108,11/07/2013,NÃO CONSTRUÍDO,,,,"-15,98845000","-47,84913056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1106,5600",,,,,GPS TOPOGRÁFICO," 978078,35",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-799a,8081434,EG,DF,Brasília,5300108,11/07/2013,NÃO CONSTRUÍDO,,,,"-15,98650000","-47,88801944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1137,1400",,,,,GPS TOPOGRÁFICO," 978072,08",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7999,8081435,EG,DF,Brasília,5300108,01/10/2013,NÃO CONSTRUÍDO,,,,"-15,86456667","-47,84398333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1091,6200",,,,,GPS TOPOGRÁFICO," 978080,67",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7998,8081436,EG,DF,Brasília,5300108,01/10/2013,NÃO CONSTRUÍDO,,,,"-15,86430833","-47,80864167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1071,4100",,,,,GPS TOPOGRÁFICO," 978083,23",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7997,8081437,EG,DF,Brasília,5300108,01/10/2013,NÃO CONSTRUÍDO,,,,"-15,90443889","-47,76423333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   901,6300",,,,,GPS TOPOGRÁFICO," 978117,62",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7996,8081438,EG,DF,Brasília,5300108,01/10/2013,NÃO CONSTRUÍDO,,,,"-15,86222500","-47,76379167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   966,4900",,,,,GPS TOPOGRÁFICO," 978106,43",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7995,8081439,EG,DF,Brasília,5300108,01/10/2013,NÃO CONSTRUÍDO,,,,"-15,90591944","-47,80782222",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1129,4200",,,,,GPS TOPOGRÁFICO," 978073,16",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7994,8081440,EG,DF,Brasília,5300108,01/10/2013,NÃO CONSTRUÍDO,,,,"-15,90447222","-47,89031667",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1119,2200",,,,,GPS TOPOGRÁFICO," 978074,62",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7993,8081442,EG,DF,Brasília,5300108,02/10/2013,NÃO CONSTRUÍDO,,,,"-16,03659167","-47,88970000",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1004,9100",,,,,GPS TOPOGRÁFICO," 978098,48",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7992,8081443,EG,DF,Brasília,5300108,02/10/2013,NÃO CONSTRUÍDO,,,,"-16,03190833","-48,01656944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1185,1500",,,,,GPS TOPOGRÁFICO," 978068,60",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7991,8081444,EG,DF,Brasília,5300108,02/10/2013,NÃO CONSTRUÍDO,,,,"-16,03285833","-48,05779167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1106,2900",,,,,GPS TOPOGRÁFICO," 978085,41",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7990,8081445,EG,DF,Brasília,5300108,02/10/2013,NÃO CONSTRUÍDO,,,,"-15,90608611","-48,05790000",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1250,8900",,,,,GPS TOPOGRÁFICO," 978056,24",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-798f,8081446,EG,DF,Brasília,5300108,02/10/2013,NÃO CONSTRUÍDO,,,,"-15,90561667","-47,84706944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1129,5200",,,,,GPS TOPOGRÁFICO," 978072,51",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-798e,8081447,EG,DF,Brasília,5300108,03/10/2013,NÃO CONSTRUÍDO,,,,"-15,77915833","-48,14044444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1166,2700",,,,,GPS TOPOGRÁFICO," 978067,73",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-798d,8081387,EG,DF,Brasília,5300108,01/07/2013,NÃO CONSTRUÍDO,,,,"-15,94628056","-47,43344444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   880,2500",,,,,GPS TOPOGRÁFICO," 978131,24",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-798c,8081388,EG,DF,Brasília,5300108,01/07/2013,NÃO CONSTRUÍDO,,,,"-15,90583611","-47,43655833",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   952,1600",,,,,GPS TOPOGRÁFICO," 978114,25",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-798b,8081389,EG,DF,Brasília,5300108,01/07/2013,NÃO CONSTRUÍDO,,,,"-15,90582222","-47,47338611",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   862,8100",,,,,GPS TOPOGRÁFICO," 978132,48",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-798a,8081390,EG,DF,Brasília,5300108,02/07/2013,NÃO CONSTRUÍDO,,,,"-15,99225833","-47,55860556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1015,1900",,,,,GPS TOPOGRÁFICO," 978102,40",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7989,8081391,EG,DF,Brasília,5300108,02/07/2013,NÃO CONSTRUÍDO,,,,"-15,90532500","-47,55438611",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   954,6100",,,,,GPS TOPOGRÁFICO," 978113,38",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7988,8081392,EG,DF,Brasília,5300108,02/07/2013,NÃO CONSTRUÍDO,,,,"-15,90541667","-47,51601944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   893,4000",,,,,GPS TOPOGRÁFICO," 978126,02",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7987,8081346,EG,DF,Brasília,5300108,12/06/2014,NÃO CONSTRUÍDO,,,,"-15,52713333","-48,13598056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   932,3500",,,,,GPS TOPOGRÁFICO," 978098,10",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7986,8081347,EG,DF,Brasília,5300108,13/06/2013,NÃO CONSTRUÍDO,,,,"-15,64807778","-48,22316389",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1094,4900",,,,,GPS TOPOGRÁFICO," 978074,21",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7985,8081363,EG,DF,Brasília,5300108,17/06/2014,NÃO CONSTRUÍDO,,,,"-15,73181389","-48,10276944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1265,5000",,,,,GPS TOPOGRÁFICO," 978046,40",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7984,8081364,EG,DF,Brasília,5300108,17/06/2014,NÃO CONSTRUÍDO,,,,"-15,73164722","-48,14192500",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1142,4300",,,,,GPS TOPOGRÁFICO," 978069,63",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7983,8081366,EG,DF,Brasília,5300108,17/06/2014,NÃO CONSTRUÍDO,,,,"-15,69718889","-48,19045278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1087,8700",,,,,GPS TOPOGRÁFICO," 978077,30",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7982,8081367,EG,DF,Brasília,5300108,17/06/2014,NÃO CONSTRUÍDO,,,,"-15,65520278","-48,18216389",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1137,1800",,,,,GPS TOPOGRÁFICO," 978061,88",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7981,8081368,EG,DF,Brasília,5300108,17/06/2014,NÃO CONSTRUÍDO,,,,"-15,65090556","-48,14059722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1290,5600",,,,,GPS TOPOGRÁFICO," 978240,47",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7980,8081382,EG,DF,Brasília,5300108,01/07/2013,NÃO CONSTRUÍDO,,,,"-15,98907778","-47,63266111",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1027,1700",,,,,GPS TOPOGRÁFICO," 978098,77",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-797f,8081383,EG,DF,Brasília,5300108,01/07/2013,NÃO CONSTRUÍDO,,,,"-16,03067500","-47,64194722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1001,1400",,,,,GPS TOPOGRÁFICO," 978102,61",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-797e,8081384,EG,DF,Brasília,5300108,01/07/2013,NÃO CONSTRUÍDO,,,,"-15,94636667","-47,55150556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   976,9300",,,,,GPS TOPOGRÁFICO," 978109,05",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-797d,8081385,EG,DF,Brasília,5300108,01/07/2013,NÃO CONSTRUÍDO,,,,"-15,94760556","-47,47395000",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   889,6300",,,,,GPS TOPOGRÁFICO," 978128,29",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-797c,8081386,EG,DF,Brasília,5300108,01/07/2013,NÃO CONSTRUÍDO,,,,"-15,94652222","-47,51613056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   963,0500",,,,,GPS TOPOGRÁFICO," 978112,36",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-797b,8081330,EG,DF,Brasília,5300108,10/06/2013,NÃO CONSTRUÍDO,,,,"-15,53023333","-47,97147778",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   872,6700",,,,,GPS TOPOGRÁFICO," 978108,39",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-797a,8081298,EG,DF,Brasília,5300108,27/05/2013,NÃO CONSTRUÍDO,,,,"-16,02991667","-47,34802500",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   878,2500",,,,,GPS TOPOGRÁFICO," 978135,78",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7979,8081425,EG,DF,Brasília,5300108,10/07/2013,BOM,,9517U,,"-15,95111174","-47,69721923",TRIANGULAÇÃO,,,06/03/2006,SIRGAS2000,," 1019,1910"," 0,071","  9970,393",Imbituba,NIVELAMENTO GEOMÉTRICO," 978097,35",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7978,8081441,EG,DF,Brasília,5300108,02/10/2013,NÃO CONSTRUÍDO,,,,"-16,02825000","-47,97364167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1223,3700",,,,,GPS TOPOGRÁFICO," 978057,47",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7977,8081591,EG,DF,Brasília,5300108,28/07/2014,BOM,91138,,,"-15,64534786","-47,89829948",GPS GEODÉSICO," 1289,977",GPS GEODÉSICO,13/10/2010,SIRGAS2000,"  1303,0800",,,,Imbituba,NIVELAMENTO TRIGONOMÉTRICO," 978033,69",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7976,8067187,EG,DF,Brasília,5300108,20/07/2017,NÃO CONSTRUÍDO,,,,"-15,86670556","-48,13236667",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   905,3800",,,,,GPS TOPOGRÁFICO," 978064,56",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7975,8082738,EG,DF,Brasília,5300108,28/04/2017,NÃO CONSTRUÍDO,,,,"-15,86178333","-47,57853611",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1093,8700",,,,,GPS TOPOGRÁFICO," 978136,01",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7974,8081450,EG,DF,Brasília,5300108,03/10/2013,NÃO CONSTRUÍDO,,,,"-15,86417500","-48,09799444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1185,8700",,,,,GPS TOPOGRÁFICO," 978068,89",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7973,8081452,EG,DF,Brasília,5300108,07/10/2013,NÃO CONSTRUÍDO,,,,"-15,90373611","-48,09650278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1130,8200",,,,,GPS TOPOGRÁFICO," 978081,08",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7972,8081453,EG,DF,Brasília,5300108,07/10/2013,NÃO CONSTRUÍDO,,,,"-15,86391111","-48,01416111",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1165,6900",,,,,GPS TOPOGRÁFICO," 978070,56",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7971,8081454,EG,DF,Brasília,5300108,07/10/2013,NÃO CONSTRUÍDO,,,,"-15,86375278","-47,97416667",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1041,2700",,,,,GPS TOPOGRÁFICO," 978092,00",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7970,8081455,EG,DF,Brasília,5300108,07/10/2013,NÃO CONSTRUÍDO,,,,"-15,82152778","-47,97429444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1092,4900",,,,,GPS TOPOGRÁFICO," 978080,69",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-796f,8081456,EG,DF,Brasília,5300108,07/10/2013,NÃO CONSTRUÍDO,,,,"-15,86346667","-47,93515278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1034,2100",,,,,GPS TOPOGRÁFICO," 978090,40",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-796e,8081457,EG,DF,Brasília,5300108,07/10/2013,NÃO CONSTRUÍDO,,,,"-15,86576111","-47,88130278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1015,0400",,,,,GPS TOPOGRÁFICO," 978092,94",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-796d,8081458,EG,DF,Brasília,5300108,08/10/2013,NÃO CONSTRUÍDO,,,,"-15,82035000","-48,05752778",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1205,7600",,,,,GPS TOPOGRÁFICO," 978061,68",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-796c,8081459,EG,DF,Brasília,5300108,08/10/2013,NÃO CONSTRUÍDO,,,,"-15,78228889","-48,01528889",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1125,3100",,,,,GPS TOPOGRÁFICO," 978074,63",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-796b,8081460,EG,DF,Brasília,5300108,08/10/2013,NÃO CONSTRUÍDO,,,,"-15,74101389","-48,05637500",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1238,6800",,,,,GPS TOPOGRÁFICO," 978051,09",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-796a,8081461,EG,DF,Brasília,5300108,08/10/2013,NÃO CONSTRUÍDO,,,,"-15,78258056","-47,97799722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1106,9600",,,,,GPS TOPOGRÁFICO," 978076,40",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7969,8081462,EG,DF,Brasília,5300108,10/10/2013,NÃO CONSTRUÍDO,,,,"-15,82308056","-48,01741111",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1089,4100",,,,,GPS TOPOGRÁFICO," 978082,35",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7968,8081463,EG,DF,Brasília,5300108,10/10/2013,NÃO CONSTRUÍDO,,,,"-15,82151667","-47,93094722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1089,9500",,,,,GPS TOPOGRÁFICO," 978075,88",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7967,8081464,EG,DF,Brasília,5300108,10/10/2013,NÃO CONSTRUÍDO,,,,"-15,77985278","-47,93219444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1130,1400",,,,,GPS TOPOGRÁFICO," 978066,96",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7966,8081465,EG,DF,Brasília,5300108,10/10/2013,NÃO CONSTRUÍDO,,,,"-15,78020278","-47,89108889",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1108,9000",,,,,GPS TOPOGRÁFICO," 978071,45",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7965,8081466,EG,DF,Brasília,5300108,10/10/2013,NÃO CONSTRUÍDO,,,,"-15,81821667","-47,89150556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1059,9900",,,,,GPS TOPOGRÁFICO," 978082,82",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7964,8081467,EG,DF,Brasília,5300108,10/10/2013,NÃO CONSTRUÍDO,,,,"-15,81412778","-47,84865556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1017,8600",,,,,GPS TOPOGRÁFICO," 978092,60",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7963,8081468,EG,DF,Brasília,5300108,14/10/2013,NÃO CONSTRUÍDO,,,,"-15,77977778","-47,80875278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1014,1600",,,,,GPS TOPOGRÁFICO," 978095,86",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7962,8081469,EG,DF,Brasília,5300108,14/10/2013,NÃO CONSTRUÍDO,,,,"-15,77995000","-47,76434722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1043,7800",,,,,GPS TOPOGRÁFICO," 978088,73",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7961,8081470,EG,DF,Brasília,5300108,14/10/2013,NÃO CONSTRUÍDO,,,,"-15,77808611","-47,72625833",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   917,2200",,,,,GPS TOPOGRÁFICO," 978113,81",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7960,8081471,EG,DF,Brasília,5300108,14/10/2013,NÃO CONSTRUÍDO,,,,"-15,82144444","-47,56669444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1009,7400",,,,,GPS TOPOGRÁFICO," 978098,13",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-795f,8081472,EG,DF,Brasília,5300108,14/10/2013,NÃO CONSTRUÍDO,,,,"-15,81973056","-47,76765000",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1039,4700",,,,,GPS TOPOGRÁFICO," 978088,50",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-795e,8081473,EG,DF,Brasília,5300108,14/10/2013,NÃO CONSTRUÍDO,,,,"-15,73841667","-47,76284167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1131,5200",,,,,GPS TOPOGRÁFICO," 978071,56",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-795d,8081474,EG,DF,Brasília,5300108,14/10/2013,NÃO CONSTRUÍDO,,,,"-15,82157778","-47,80514167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1081,1600",,,,,GPS TOPOGRÁFICO," 978082,68",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-795c,8081475,EG,DF,Brasília,5300108,15/10/2013,NÃO CONSTRUÍDO,,,,"-15,61347222","-47,64023611",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1015,6200",,,,,GPS TOPOGRÁFICO," 978090,83",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-795b,8081476,EG,DF,Brasília,5300108,15/10/2013,NÃO CONSTRUÍDO,,,,"-15,65561389","-47,80738611",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1062,6200",,,,,GPS TOPOGRÁFICO," 978082,60",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-795a,8081477,EG,DF,Brasília,5300108,15/10/2013,NÃO CONSTRUÍDO,,,,"-15,69662500","-47,84754444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1203,5400",,,,,GPS TOPOGRÁFICO," 978056,10",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7959,8081478,EG,DF,Brasília,5300108,15/10/2013,NÃO CONSTRUÍDO,,,,"-15,69693611","-47,89847778",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1074,2300",,,,,GPS TOPOGRÁFICO," 978081,65",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7958,8081479,EG,DF,Brasília,5300108,15/10/2013,NÃO CONSTRUÍDO,,,,"-15,73622500","-47,89146389",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1018,8600",,,,,GPS TOPOGRÁFICO," 978091,71",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7957,8081480,EG,DF,Brasília,5300108,15/10/2013,NÃO CONSTRUÍDO,,,,"-15,73874444","-47,85004722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1015,6400",,,,,GPS TOPOGRÁFICO," 978092,91",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7956,8081481,EG,DF,Brasília,5300108,16/10/2013,NÃO CONSTRUÍDO,,,,"-15,94731111","-48,01643333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1234,3500",,,,,GPS TOPOGRÁFICO," 978056,64",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7955,8081482,EG,DF,Brasília,5300108,16/10/2013,NÃO CONSTRUÍDO,,,,"-15,94634167","-47,97340278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1136,1200",,,,,GPS TOPOGRÁFICO," 977360,44",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7954,8081483,EG,DF,Brasília,5300108,16/10/2013,NÃO CONSTRUÍDO,,,,"-15,90547222","-47,97369722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1136,9500",,,,,GPS TOPOGRÁFICO," 978074,39",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7953,8081484,EG,DF,Brasília,5300108,16/10/2013,NÃO CONSTRUÍDO,,,,"-15,90552778","-47,93382778",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1069,8500",,,,,GPS TOPOGRÁFICO," 978083,70",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-7952,8081485,EG,DF,Brasília,5300108,04/11/2013,NÃO CONSTRUÍDO,,,,"-15,90529722","-47,72463333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   938,7300",,,,,GPS TOPOGRÁFICO," 978113,61",
