FID,ESTACAO,TEMA,UF,MUNICIPIO,GEOCODIGO,VISITA,SITUACAO,CONEX_GPS,CONEX_RN,CONEX_EG,LATITUDE,LONGITUDE,FONTECOORD,ALTGEOM,FONTALTGEO,DATCALCPLAN,DATUM_PLAN,ALT_ORTO,ALT_NORMAL,SIGMALT_RN,NUM_GEOPOTENCIAL,DATUM_ALT,FONT_ALT,GRAVIDADE,NOTA
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f9,8081299,EG,DF,Brasília,5300108,27/05/2013,NÃO CONSTRUÍDO,,,,"-16,02530278","-47,38913056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   918,6500",,,,,GPS TOPOGRÁFICO," 978126,35",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f8,8081300,EG,DF,Brasília,5300108,27/05/2013,NÃO CONSTRUÍDO,,,,"-15,98916389","-47,42378333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   918,1800",,,,,GPS TOPOGRÁFICO," 978123,86",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f7,8081301,EG,DF,Brasília,5300108,27/05/2013,NÃO CONSTRUÍDO,,,,"-16,02131111","-47,47029444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   938,6500",,,,,GPS TOPOGRÁFICO," 978119,44",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f6,8081302,EG,DF,Brasília,5300108,27/05/2013,NÃO CONSTRUÍDO,,,,"-15,98866389","-47,47553333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   917,9400",,,,,GPS TOPOGRÁFICO," 978123,10",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f5,8081303,EG,DF,Brasília,5300108,27/05/2013,NÃO CONSTRUÍDO,,,,"-16,02676111","-47,51304444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   951,2800",,,,,GPS TOPOGRÁFICO," 978116,17",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f4,8081304,EG,DF,Brasília,5300108,27/05/2013,NÃO CONSTRUÍDO,,,,"-15,98973889","-47,51818056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   973,0900",,,,,GPS TOPOGRÁFICO," 978110,55",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f3,8081305,EG,DF,Brasília,5300108,27/05/2013,NÃO CONSTRUÍDO,,,,"-16,02789167","-47,59763611",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1002,9900",,,,,GPS TOPOGRÁFICO," 978104,36",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f2,8081654,EG,DF,Brasília,5300108,20/08/2014,NÃO CONSTRUÍDO,,,,"-15,52432500","-47,80826389",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   803,4100",,,,,GPS TOPOGRÁFICO," 978128,85",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f1,8081655,EG,DF,Brasília,5300108,20/08/2014,NÃO CONSTRUÍDO,,,,"-15,52746944","-47,76535000",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   800,6200",,,,,GPS TOPOGRÁFICO," 978131,04",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79f0,8081656,EG,DF,Brasília,5300108,20/08/2014,NÃO CONSTRUÍDO,,,,"-15,52900833","-47,72288056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   855,9100",,,,,GPS TOPOGRÁFICO," 978119,13",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ef,8081657,EG,DF,Brasília,5300108,20/08/2014,NÃO CONSTRUÍDO,,,,"-15,52870833","-47,68277222",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1005,6100",,,,,GPS TOPOGRÁFICO," 978088,71",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ee,8081658,EG,DF,Brasília,5300108,21/08/2014,NÃO CONSTRUÍDO,,,,"-15,50816389","-47,78068333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   768,3400",,,,,GPS TOPOGRÁFICO," 978134,59",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ed,8081682,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,57373611","-47,38495833",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   926,0300",,,,,GPS TOPOGRÁFICO," 978108,36",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ec,8081683,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,57390556","-47,43359167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   977,1000",,,,,GPS TOPOGRÁFICO," 978098,45",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79eb,8081684,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,57427222","-47,47584167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1107,1200",,,,,GPS TOPOGRÁFICO," 978067,49",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ea,8081685,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,56681389","-47,51750000",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1069,3000",,,,,GPS TOPOGRÁFICO," 978081,33",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e9,8081686,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,60768056","-47,52004444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1081,3800",,,,,GPS TOPOGRÁFICO," 978080,01",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e8,8081687,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,61725556","-47,47860278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1114,7300",,,,,GPS TOPOGRÁFICO," 978070,35",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e7,8081688,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,61445000","-47,43167500",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   905,0000",,,,,GPS TOPOGRÁFICO," 978117,54",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e6,8081689,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,66005833","-47,43189444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   927,4800",,,,,GPS TOPOGRÁFICO," 978117,47",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e5,8081690,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,61253056","-47,40266944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   962,6600",,,,,GPS TOPOGRÁFICO," 978105,44",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e4,8081691,EG,DF,Brasília,5300108,28/08/2014,NÃO CONSTRUÍDO,,,,"-15,61435278","-47,35879167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   953,1700",,,,,GPS TOPOGRÁFICO," 978106,01",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e3,8081646,EG,DF,Brasília,5300108,19/08/2014,NÃO CONSTRUÍDO,,,,"-15,51957222","-47,57831944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1005,6600",,,,,GPS TOPOGRÁFICO," 978088,61",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e2,8081647,EG,DF,Brasília,5300108,19/08/2014,NÃO CONSTRUÍDO,,,,"-15,52045000","-47,52289167",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1191,7200",,,,,GPS TOPOGRÁFICO," 978052,79",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e1,8081648,EG,DF,Brasília,5300108,19/08/2014,NÃO CONSTRUÍDO,,,,"-15,52567778","-47,47841667",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1125,5600",,,,,GPS TOPOGRÁFICO," 978058,94",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79e0,8081650,EG,DF,Brasília,5300108,20/08/2014,NÃO CONSTRUÍDO,,,,"-15,52886111","-47,84809444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   838,7700",,,,,GPS TOPOGRÁFICO," 978120,22",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79df,8081589,EG,DF,Brasília,5300108,28/07/2014,NÃO CONSTRUÍDO,,,,"-15,57334444","-48,01641944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1287,1900",,,,,GPS TOPOGRÁFICO," 978030,23",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79de,8081590,EG,DF,Brasília,5300108,28/07/2014,NÃO CONSTRUÍDO,,,,"-15,57234722","-47,97336667",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1176,5100",,,,,GPS TOPOGRÁFICO," 978051,19",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79dd,8081592,EG,DF,Brasília,5300108,29/07/2014,NÃO CONSTRUÍDO,,,,"-15,56816944","-47,84869722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   877,5300",,,,,GPS TOPOGRÁFICO," 978116,79",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79dc,8081593,EG,DF,Brasília,5300108,29/07/2014,NÃO CONSTRUÍDO,,,,"-15,57131111","-47,92877500",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   895,5900",,,,,GPS TOPOGRÁFICO," 978108,34",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79db,8081594,EG,DF,Brasília,5300108,29/07/2014,NÃO CONSTRUÍDO,,,,"-15,55866944","-47,89314722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   989,4000",,,,,GPS TOPOGRÁFICO," 978092,23",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79da,8081595,EG,DF,Brasília,5300108,29/07/2014,NÃO CONSTRUÍDO,,,,"-15,60359167","-47,88852222",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   905,5300",,,,,GPS TOPOGRÁFICO," 978109,59",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d9,8081596,EG,DF,Brasília,5300108,29/07/2014,NÃO CONSTRUÍDO,,,,"-15,65153889","-47,84671944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1091,4200",,,,,GPS TOPOGRÁFICO," 978073,62",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d8,8081597,EG,DF,Brasília,5300108,29/07/2014,NÃO CONSTRUÍDO,,,,"-15,61253611","-47,92916667",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1221,7500",,,,,GPS TOPOGRÁFICO," 978046,66",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d7,8081598,EG,DF,Brasília,5300108,29/07/2014,NÃO CONSTRUÍDO,,,,"-15,60611944","-47,96681667",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1220,3100",,,,,GPS TOPOGRÁFICO," 978046,58",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d6,8081599,EG,DF,Brasília,5300108,30/07/2014,NÃO CONSTRUÍDO,,,,"-15,61616111","-47,85036111",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1083,9400",,,,,GPS TOPOGRÁFICO," 978074,05",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d5,8081600,EG,DF,Brasília,5300108,30/07/2014,NÃO CONSTRUÍDO,,,,"-15,61568056","-47,80898333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1190,6900",,,,,GPS TOPOGRÁFICO," 978056,37",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d4,8081601,EG,DF,Brasília,5300108,30/07/2014,NÃO CONSTRUÍDO,,,,"-15,65243333","-47,76526111",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1176,7000",,,,,GPS TOPOGRÁFICO," 978060,64",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d3,8081602,EG,DF,Brasília,5300108,30/07/2014,NÃO CONSTRUÍDO,,,,"-15,61374722","-47,76595556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1196,7600",,,,,GPS TOPOGRÁFICO," 978056,06",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d2,8081639,EG,DF,Brasília,5300108,18/08/2014,NÃO CONSTRUÍDO,,,,"-15,52281667","-47,42979444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1047,5600",,,,,GPS TOPOGRÁFICO," 978078,11",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d1,8081543,EG,DF,Brasília,5300108,07/07/2014,NÃO CONSTRUÍDO,,,,"-15,94713611","-48,09901944",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1111,3200",,,,,GPS TOPOGRÁFICO," 978084,24",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79d0,8081544,EG,DF,Brasília,5300108,07/07/2014,NÃO CONSTRUÍDO,,,,"-15,94232222","-48,14363056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   980,8500",,,,,GPS TOPOGRÁFICO," 978111,76",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79cf,8081545,EG,DF,Brasília,5300108,07/07/2014,NÃO CONSTRUÍDO,,,,"-15,99613611","-48,14278333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1016,8900",,,,,GPS TOPOGRÁFICO," 978106,51",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ce,8081546,EG,DF,Brasília,5300108,07/07/2014,NÃO CONSTRUÍDO,,,,"-15,98886944","-48,09779444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1009,1700",,,,,GPS TOPOGRÁFICO," 978104,13",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79cd,8081547,EG,DF,Brasília,5300108,07/07/2014,NÃO CONSTRUÍDO,,,,"-15,98843889","-48,05493889",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1194,4600",,,,,GPS TOPOGRÁFICO," 978067,88",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79cc,8081548,EG,DF,Brasília,5300108,07/07/2014,NÃO CONSTRUÍDO,,,,"-15,98842222","-48,02345556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1253,2000",,,,,GPS TOPOGRÁFICO," 978054,32",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79cb,8081549,EG,DF,Brasília,5300108,09/07/2014,NÃO CONSTRUÍDO,,,,"-15,90599722","-48,14035278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1070,2000",,,,,GPS TOPOGRÁFICO," 978090,72",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ca,8081550,EG,DF,Brasília,5300108,09/07/2014,NÃO CONSTRUÍDO,,,,"-15,94781111","-48,22703333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   951,7400",,,,,GPS TOPOGRÁFICO," 978119,83",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c9,8081551,EG,DF,Brasília,5300108,09/07/2014,NÃO CONSTRUÍDO,,,,"-15,94595278","-48,18157778",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1087,9100",,,,,GPS TOPOGRÁFICO," 978091,90",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c8,8081552,EG,DF,Brasília,5300108,09/07/2014,NÃO CONSTRUÍDO,,,,"-15,98726389","-48,18135556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1063,7500",,,,,GPS TOPOGRÁFICO," 978098,86",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c7,8081553,EG,DF,Brasília,5300108,09/07/2014,NÃO CONSTRUÍDO,,,,"-15,98858056","-48,22586667",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1059,0600",,,,,GPS TOPOGRÁFICO," 978101,80",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c6,8081554,EG,DF,Brasília,5300108,09/07/2014,NÃO CONSTRUÍDO,,,,"-16,02493611","-48,22152222",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1046,6400",,,,,GPS TOPOGRÁFICO," 978104,94",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c5,8081555,EG,DF,Brasília,5300108,09/07/2014,NÃO CONSTRUÍDO,,,,"-16,02826944","-48,17618333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1062,1600",,,,,GPS TOPOGRÁFICO," 978099,85",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c4,8081556,EG,DF,Brasília,5300108,10/07/2014,NÃO CONSTRUÍDO,,,,"-16,03930000","-47,93567500",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1111,2300",,,,,GPS TOPOGRÁFICO," 978080,67",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c3,8081557,EG,DF,Brasília,5300108,10/07/2014,NÃO CONSTRUÍDO,,,,"-16,02946944","-48,13598056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   932,8500",,,,,GPS TOPOGRÁFICO," 978124,25",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c2,8081558,EG,DF,Brasília,5300108,10/07/2014,NÃO CONSTRUÍDO,,,,"-16,02854444","-48,09723056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   976,4300",,,,,GPS TOPOGRÁFICO," 978110,22",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c1,8081559,EG,DF,Brasília,5300108,10/07/2014,NÃO CONSTRUÍDO,,,,"-15,98855833","-47,96793333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1181,4300",,,,,GPS TOPOGRÁFICO," 978065,84",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79c0,8081560,EG,DF,Brasília,5300108,14/07/2014,NÃO CONSTRUÍDO,,,,"-15,99924722","-47,64008333",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   890,4600",,,,,GPS TOPOGRÁFICO," 978125,48",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79bf,8081561,EG,DF,Brasília,5300108,14/07/2014,NÃO CONSTRUÍDO,,,,"-15,90741389","-47,69116111",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   856,6600",,,,,GPS TOPOGRÁFICO," 978131,91",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79be,8081562,EG,DF,Brasília,5300108,14/07/2014,NÃO CONSTRUÍDO,,,,"-15,78119444","-47,86115556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1011,6300",,,,,GPS TOPOGRÁFICO," 978092,42",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79bd,8081563,EG,DF,Brasília,5300108,14/07/2014,NÃO CONSTRUÍDO,,,,"-15,90441111","-48,01105278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1089,1600",,,,,GPS TOPOGRÁFICO," 978086,48",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79bc,8081564,EG,DF,Brasília,5300108,15/07/2014,NÃO CONSTRUÍDO,,,,"-15,90478333","-48,18235833",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   984,9000",,,,,GPS TOPOGRÁFICO," 978111,08",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79bb,8081565,EG,DF,Brasília,5300108,15/07/2014,NÃO CONSTRUÍDO,,,,"-15,90544722","-48,22462778",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   928,0400",,,,,GPS TOPOGRÁFICO," 978123,35",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ba,8081401,EG,DF,Brasília,5300108,03/07/2013,NÃO CONSTRUÍDO,,,,"-15,82133056","-47,43218611",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   889,0200",,,,,GPS TOPOGRÁFICO," 978127,51",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b9,8081402,EG,DF,Brasília,5300108,03/07/2013,NÃO CONSTRUÍDO,,,,"-15,82164167","-47,47391111",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   970,8200",,,,,GPS TOPOGRÁFICO," 978111,19",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b8,8081403,EG,DF,Brasília,5300108,03/07/2013,NÃO CONSTRUÍDO,,,,"-15,81898056","-47,51524444",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   950,0900",,,,,GPS TOPOGRÁFICO," 978114,85",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b7,8081404,EG,DF,Brasília,5300108,04/07/2013,NÃO CONSTRUÍDO,,,,"-15,82181944","-47,55842778",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   918,6300",,,,,GPS TOPOGRÁFICO," 978119,95",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b6,8081405,EG,DF,Brasília,5300108,04/07/2013,NÃO CONSTRUÍDO,,,,"-15,77944722","-47,59727778",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   990,8100",,,,,GPS TOPOGRÁFICO," 978103,87",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b5,8081406,EG,DF,Brasília,5300108,04/07/2013,NÃO CONSTRUÍDO,,,,"-15,73756944","-47,59620556",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1089,2700",,,,,GPS TOPOGRÁFICO," 978081,95",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b4,8081407,EG,DF,Brasília,5300108,04/07/2013,NÃO CONSTRUÍDO,,,,"-15,78369167","-47,55899722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   997,8000",,,,,GPS TOPOGRÁFICO," 978103,29",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b3,8081408,EG,DF,Brasília,5300108,04/07/2013,NÃO CONSTRUÍDO,,,,"-15,73890556","-47,55785278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1122,6000",,,,,GPS TOPOGRÁFICO," 978077,05",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b2,8081409,EG,DF,Brasília,5300108,04/07/2013,NÃO CONSTRUÍDO,,,,"-15,82241389","-47,60348056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   983,1000",,,,,GPS TOPOGRÁFICO," 978105,97",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b1,8081410,EG,DF,Brasília,5300108,08/07/2013,NÃO CONSTRUÍDO,,,,"-15,73955278","-47,51573056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   988,9700",,,,,GPS TOPOGRÁFICO," 978102,43",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79b0,8081411,EG,DF,Brasília,5300108,08/07/2013,NÃO CONSTRUÍDO,,,,"-15,91518333","-47,51835833",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   956,0800",,,,,GPS TOPOGRÁFICO," 978111,09",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79af,8081412,EG,DF,Brasília,5300108,08/07/2013,NÃO CONSTRUÍDO,,,,"-15,77875000","-47,47232500",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   907,3600",,,,,GPS TOPOGRÁFICO," 978122,63",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ae,8081413,EG,DF,Brasília,5300108,08/07/2013,NÃO CONSTRUÍDO,,,,"-15,77882778","-47,42897500",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   987,9400",,,,,GPS TOPOGRÁFICO," 978106,39",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ad,8081414,EG,DF,Brasília,5300108,08/07/2013,NÃO CONSTRUÍDO,,,,"-15,73789722","-47,47208889",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   929,8400",,,,,GPS TOPOGRÁFICO," 978115,79",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ac,8081415,EG,DF,Brasília,5300108,08/07/2013,NÃO CONSTRUÍDO,,,,"-15,68752778","-47,51618611",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1172,1300",,,,,GPS TOPOGRÁFICO," 978066,20",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79ab,8081416,EG,DF,Brasília,5300108,08/07/2013,NÃO CONSTRUÍDO,,,,"-15,69602222","-47,56144722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1131,4700",,,,,GPS TOPOGRÁFICO," 978074,48",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79aa,8081417,EG,DF,Brasília,5300108,08/07/2013,NÃO CONSTRUÍDO,,,,"-15,69637222","-47,60209722",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1122,0200",,,,,GPS TOPOGRÁFICO," 978076,03",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a9,8081418,EG,DF,Brasília,5300108,09/07/2013,NÃO CONSTRUÍDO,,,,"-15,69431667","-47,47336111",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1104,9100",,,,,GPS TOPOGRÁFICO," 978080,66",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a8,8081419,EG,DF,Brasília,5300108,09/07/2013,NÃO CONSTRUÍDO,,,,"-15,69696944","-47,43245278",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1001,8300",,,,,GPS TOPOGRÁFICO," 978102,34",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a7,8081420,EG,DF,Brasília,5300108,09/07/2013,NÃO CONSTRUÍDO,,,,"-15,73868889","-47,43016111",GPS TOPOGRÁFICO,,,,SIRGAS2000,"  1003,4600",,,,,GPS TOPOGRÁFICO," 978103,14",
TEMP_APP_BDG_TODAS_2018.fid--55ec4aa9_16935d20a6f_-79a6,8081421,EG,DF,Brasília,5300108,09/07/2013,NÃO CONSTRUÍDO,,,,"-15,78085833","-47,34893056",GPS TOPOGRÁFICO,,,,SIRGAS2000,"   898,8300",,,,,GPS TOPOGRÁFICO," 978127,05",
