LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-43.6981 	 -5.0364 	 95.82 	 978015.21
-43.0472 	 -4.8717 	 51.54 	 978012.36
-43.0319 	 -4.8581 	 57.51 	 978011.37
-44.0756 	 -3.4619 	 18.03 	 978009.03
-44.3664 	 -4.4819 	 49.86 	 978002.12
-44.8792 	 -2.8903 	 -15.71 	 978018.22
-44.8678 	 -2.9136 	 -6.47 	 978014.3
-44.8531 	 -2.9244 	 -3.01 	 978012.52
-44.8386 	 -2.9353 	 1.6 	 978010.6
-44.8203 	 -2.9486 	 -4.14 	 978011.68
-44.8028 	 -2.9558 	 -11.0 	 978013.33
-44.8506 	 -2.9481 	 -3.78 	 978007.85
-44.6753 	 -2.8722 	 -11.19 	 978024.48
-44.6858 	 -2.8678 	 -11.45 	 978023.63
-44.6972 	 -2.8583 	 -12.27 	 978021.05
-44.7061 	 -2.8522 	 -7.29 	 978017.13
-44.72 	 -2.8506 	 -6.68 	 978016.51
-44.7314 	 -2.8536 	 -2.98 	 978015.34
-44.7486 	 -2.8564 	 -5.02 	 978015.13
-44.7578 	 -2.8589 	 -1.53 	 978013.82
-44.7969 	 -2.8736 	 -14.47 	 978015.59
-43.1892 	 -4.1869 	 53.89 	 978022.45
-43.2056 	 -4.1778 	 52.65 	 978022.44
-43.2278 	 -4.1711 	 38.68 	 978024.27
-43.2322 	 -4.1564 	 37.21 	 978024.68
-43.2322 	 -4.1564 	 88.38 	 978012.37
-43.2656 	 -4.1431 	 43.1 	 978021.77
-43.2919 	 -4.1303 	 87.79 	 978007.68
-43.3131 	 -4.1269 	 73.66 	 978006.98
-43.3283 	 -4.1308 	 45.96 	 978010.7
-43.0278 	 -4.3561 	 26.3 	 978014.97
-42.9997 	 -4.1828 	 36.67 	 978014.56
-42.9925 	 -4.1661 	 27.38 	 978017.97
-42.9928 	 -4.1569 	 24.29 	 978019.28
-42.9706 	 -4.1517 	 27.04 	 978020.38
-42.9528 	 -4.1361 	 36.07 	 978021.02
-42.9581 	 -4.1147 	 21.88 	 978022.91
-42.9578 	 -4.0733 	 25.78 	 978021.9
-42.9589 	 -4.0536 	 32.06 	 978020.63
-42.9528 	 -4.0378 	 22.93 	 978022.04
-42.9422 	 -3.9961 	 31.96 	 978019.08
-42.9294 	 -3.9619 	 36.42 	 978017.24
-42.94 	 -3.9303 	 89.77 	 978006.46
-42.9442 	 -3.8903 	 91.46 	 978006.12
-42.9456 	 -3.8678 	 87.45 	 978006.91
-42.9483 	 -3.8456 	 85.54 	 978003.03
-42.9508 	 -3.8222 	 85.89 	 978003.52
-42.9536 	 -3.8011 	 86.83 	 978003.65
-42.9633 	 -3.7814 	 88.14 	 978006.88
-42.9847 	 -3.7428 	 82.11 	 978011.11
-42.9906 	 -3.7214 	 82.57 	 978013.11
-42.9972 	 -3.6997 	 79.5 	 978015.34
-44.9889 	 -2.9667 	 -13.33 	 978001.51
-44.9389 	 -2.9261 	 -4.59 	 978003.96
-44.8822 	 -2.8981 	 -14.01 	 978016.86
-44.8728 	 -2.9464 	 6.48 	 978004.82
-44.9411 	 -2.8578 	 0.19 	 978013.12
-44.9419 	 -2.8158 	 -14.3 	 978005.68
-44.8728 	 -2.9458 	 4.38 	 978004.18
-44.8911 	 -2.9044 	 3.57 	 978004.28
-44.9289 	 -2.925 	 -0.6 	 978003.86
-44.9483 	 -2.9322 	 -7.37 	 978003.75
-44.9889 	 -2.9672 	 -14.38 	 978001.38
-44.9906 	 -2.9906 	 -4.93 	 978000.68
-45.0117 	 -3.0092 	 -9.87 	 978002.36
-45.0317 	 -3.0147 	 -8.89 	 978002.06
-45.0306 	 -3.0644 	 -2.97 	 978000.25
-44.8497 	 -4.6606 	 32.41 	 978001.72
-44.9281 	 -4.6678 	 19.98 	 978001.18
-45.3767 	 -3.6561 	 -3.31 	 977985.81
-43.0967 	 -4.2036 	 71.92 	 978012.71
-43.1119 	 -4.1958 	 70.31 	 978016.04
-43.1289 	 -4.1942 	 54.49 	 978020.87
-44.9503 	 -4.645 	 40.97 	 977996.02
-44.8533 	 -3.4519 	 -18.16 	 978000.63
-44.7603 	 -4.6253 	 27.4 	 978003.0
-44.9028 	 -3.2658 	 -20.39 	 978007.64
-44.9553 	 -3.2167 	 -20.62 	 978009.27
-44.9714 	 -3.2061 	 -13.55 	 978008.47
-44.9989 	 -3.2106 	 -13.07 	 978008.04
-43.4294 	 -4.9022 	 91.17 	 978006.66
-43.4533 	 -4.9244 	 99.12 	 978005.82
