LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-61.8053 	 -1.4061 	 3.09 	 978043.62
-61.7375 	 -1.4283 	 2.09 	 978039.87
-61.6889 	 -1.4517 	 2.12 	 978031.4
-61.5897 	 -1.4853 	 1.39 	 978023.17
-61.5628 	 -1.5294 	 1.21 	 978021.17
-61.5506 	 -1.575 	 0.77 	 978019.4
-60.4347 	 -3.2283 	 13.72 	 978011.21
-60.4333 	 -3.1678 	 7.52 	 978011.33
-60.3961 	 -3.155 	 10.97 	 978009.34
-60.6711 	 -3.2211 	 33.55 	 978009.48
-60.7183 	 -3.1822 	 41.13 	 978009.13
-60.5947 	 -3.2303 	 33.74 	 978007.1
-60.5325 	 -3.2361 	 35.38 	 978007.17
-60.65 	 -3.2636 	 39.37 	 978007.45
-60.7239 	 -3.1453 	 42.17 	 978009.18
-60.7644 	 -3.0989 	 52.02 	 978010.39
-60.86 	 -3.0511 	 71.31 	 978006.12
-60.89 	 -2.9947 	 52.25 	 978009.9
-60.9381 	 -2.6819 	 42.77 	 978006.66
-60.9431 	 -2.7439 	 47.54 	 978012.95
-65.4211 	 -0.2494 	 30.76 	 978027.43
-65.1911 	 -0.6206 	 29.15 	 978031.63
-65.1353 	 -0.6017 	 27.29 	 978033.81
-64.9939 	 -0.4839 	 27.51 	 978032.88
-65.1944 	 -0.3775 	 29.04 	 978028.31
-65.1864 	 -0.4128 	 28.28 	 978031.05
-65.0644 	 -0.4175 	 27.96 	 978031.47
-64.975 	 -0.4506 	 26.09 	 978032.31
-64.9172 	 -0.4506 	 26.53 	 978033.48
-64.8647 	 -0.4706 	 26.94 	 978033.7
-64.9614 	 -0.7233 	 29.56 	 978038.36
-64.9419 	 -0.6619 	 27.31 	 978040.94
-66.7928 	 -4.8158 	 73.76 	 978060.31
-66.7378 	 -4.7831 	 72.51 	 978060.34
-69.9089 	 -6.7003 	 141.92 	 978080.49
-69.9314 	 -6.7439 	 142.43 	 978081.7
-69.9981 	 -6.7658 	 143.07 	 978083.95
-70.0328 	 -6.7264 	 144.21 	 978083.63
-64.7644 	 -7.2986 	 79.54 	 978081.06
-65.8967 	 -0.2372 	 32.97 	 978029.71
-65.8033 	 -0.2403 	 31.88 	 978028.27
-63.5533 	 -7.4925 	 92.76 	 978104.44
-63.6819 	 -7.4967 	 72.43 	 978108.2
-63.7139 	 -7.4908 	 77.77 	 978108.6
-63.0819 	 -7.6836 	 64.08 	 978144.0
-63.1403 	 -7.7517 	 68.43 	 978145.67
-64.1306 	 -0.3717 	 18.07 	 978042.85
-64.1914 	 -0.3892 	 21.34 	 978039.85
-64.2425 	 -0.39 	 21.65 	 978037.33
-63.9436 	 -0.3594 	 19.23 	 978038.43
