LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-48.8639 	 -27.5864 	 370.35 	 979025.87
-48.8437 	 -27.5754 	 327.12 	 979034.93
-48.8081 	 -27.574 	 249.03 	 979047.54
-48.7716 	 -27.5641 	 215.25 	 979053.56
-48.735 	 -27.5773 	 168.51 	 979065.71
-48.9333 	 -27.7656 	 287.91 	 979043.61
-48.9369 	 -27.8044 	 789.61 	 978945.71
-48.9142 	 -27.8144 	 847.37 	 978932.88
-48.8106 	 -27.7294 	 223.75 	 979052.58
-48.7903 	 -27.7558 	 320.28 	 979037.37
-48.8058 	 -27.7744 	 323.33 	 979038.13
-48.8272 	 -27.7961 	 345.39 	 979030.2
-48.8547 	 -27.8197 	 425.51 	 979015.14
-48.9188 	 -27.3741 	 67.63 	 979055.3
-48.8621 	 -27.3047 	 50.05 	 979062.63
-48.9479 	 -27.301 	 64.83 	 979048.44
-48.9837 	 -27.3134 	 87.07 	 979039.16
-49.0308 	 -27.3233 	 108.03 	 979033.77
-49.0247 	 -27.3466 	 244.32 	 979008.88
-48.745 	 -27.7314 	 259.64 	 979047.79
-48.7194 	 -27.7197 	 36.06 	 979092.15
-48.6886 	 -27.71 	 63.45 	 979089.54
-48.6194 	 -27.7542 	 55.28 	 979111.02
-48.6739 	 -27.8156 	 48.77 	 979102.38
-48.6761 	 -27.8672 	 36.78 	 979112.58
-48.6936 	 -27.9019 	 35.11 	 979116.65
-48.7192 	 -27.8964 	 47.14 	 979108.17
-48.7607 	 -27.6419 	 53.81 	 979093.01
-48.7469 	 -27.6352 	 209.26 	 979062.14
-48.7402 	 -27.6164 	 151.51 	 979071.76
-48.7623 	 -27.6088 	 235.15 	 979055.09
-48.8008 	 -27.6432 	 55.31 	 979093.89
-48.8202 	 -27.6111 	 222.7 	 979055.66
-48.855 	 -27.6463 	 336.4 	 979034.61
-48.8829 	 -27.6632 	 310.7 	 979043.49
-48.7428 	 -27.8844 	 170.46 	 979079.11
-48.611 	 -27.9001 	 34.8 	 979133.74
-48.579 	 -27.8836 	 30.45 	 979138.89
-48.6081 	 -27.8561 	 32.31 	 979128.09
-48.5814 	 -27.8467 	 29.66 	 979135.85
-48.6069 	 -27.8244 	 30.28 	 979122.5
-48.5987 	 -27.3481 	 33.17 	 979071.61
-48.5858 	 -27.3248 	 29.98 	 979071.11
-48.5657 	 -27.313 	 90.7 	 979060.46
-48.5395 	 -27.3239 	 30.25 	 979076.16
-48.535 	 -27.3787 	 29.48 	 979082.16
-48.5361 	 -27.3644 	 32.37 	 979079.18
-48.5562 	 -27.3638 	 30.26 	 979076.65
-48.5639 	 -27.4006 	 37.7 	 979080.07
-48.573 	 -27.4251 	 29.41 	 979083.64
-48.5929 	 -27.4258 	 31.23 	 979081.27
-48.6038 	 -27.3998 	 35.27 	 979075.55
-48.7191 	 -27.9692 	 49.93 	 979120.72
-48.7346 	 -27.9533 	 40.08 	 979118.08
-48.7538 	 -27.956 	 41.13 	 979113.74
-48.7645 	 -27.9764 	 105.02 	 979102.61
-48.7743 	 -28.0196 	 43.33 	 979121.11
-49.0243 	 -27.5964 	 470.59 	 978984.97
-49.0275 	 -27.5685 	 679.27 	 978940.34
-49.3049 	 -27.6046 	 995.13 	 978872.66
-49.2785 	 -27.5616 	 629.93 	 978945.01
-49.2828 	 -27.5193 	 558.82 	 978956.64
-49.3155 	 -27.5242 	 726.75 	 978925.31
-49.2718 	 -27.4741 	 498.77 	 978967.93
-49.237 	 -27.4645 	 633.28 	 978943.98
-49.2281 	 -27.4256 	 817.96 	 978907.22
-48.9881 	 -27.6383 	 651.93 	 978956.62
-48.9862 	 -27.6014 	 466.44 	 978988.78
-48.9832 	 -27.5612 	 430.01 	 978990.3
-48.9662 	 -27.5314 	 531.64 	 978964.69
-48.952 	 -27.5074 	 335.84 	 979000.86
-48.9173 	 -27.4764 	 769.52 	 978916.45
-48.9061 	 -27.4599 	 692.04 	 978932.17
-48.8909 	 -27.4517 	 668.39 	 978936.9
-48.9698 	 -27.4714 	 198.64 	 979025.03
-49.2975 	 -27.5504 	 634.36 	 978941.17
-49.2216 	 -27.5249 	 653.62 	 978942.31
-49.2181 	 -27.5497 	 594.04 	 978953.64
-49.1979 	 -27.5459 	 581.71 	 978956.08
-49.1582 	 -27.5591 	 767.39 	 978919.22
-49.1454 	 -27.52 	 506.85 	 978969.25
-49.1801 	 -27.5232 	 638.24 	 978948.61
-49.0068 	 -27.5269 	 298.49 	 979006.87
-49.0518 	 -27.566 	 683.39 	 978938.96
-49.0636 	 -27.5199 	 702.51 	 978928.21
-49.0179 	 -27.497 	 249.74 	 979010.56
-49.0663 	 -27.4837 	 606.11 	 978944.9
-49.0637 	 -27.4311 	 551.06 	 978947.43
-49.0498 	 -27.406 	 482.34 	 978959.78
-49.0173 	 -27.3958 	 338.72 	 978985.41
-48.9804 	 -27.3984 	 92.02 	 979039.74
-49.1115 	 -27.5182 	 636.74 	 978942.55
-49.1357 	 -27.4898 	 738.53 	 978925.36
-49.1068 	 -27.4719 	 649.94 	 978932.85
-49.1057 	 -27.4382 	 530.86 	 978952.51
-49.1399 	 -27.4392 	 633.29 	 978935.89
-49.18 	 -27.4416 	 740.69 	 978922.99
-49.1805 	 -27.471 	 701.06 	 978931.97
-48.9719 	 -27.4288 	 52.76 	 979050.21
-49.0284 	 -27.4348 	 518.11 	 978954.72
-48.9447 	 -27.4421 	 375.42 	 978990.15
-48.9348 	 -27.3941 	 41.71 	 979054.96
-48.8893 	 -27.388 	 55.2 	 979052.92
-48.901 	 -27.352 	 30.77 	 979060.25
-48.887 	 -27.3252 	 25.93 	 979062.65
-49.182 	 -27.4022 	 700.01 	 978929.49
-49.1326 	 -27.4077 	 625.38 	 978933.84
-49.1024 	 -27.4099 	 581.72 	 978938.97
-49.0591 	 -27.3535 	 219.95 	 979007.17
-49.0872 	 -27.3505 	 293.29 	 978992.87
-49.12 	 -27.5464 	 476.93 	 978974.18
-48.9088 	 -27.6957 	 541.15 	 978993.76
-48.9273 	 -27.6729 	 486.6 	 979002.09
-48.9319 	 -27.6505 	 672.22 	 978966.11
-48.9289 	 -27.6119 	 582.31 	 978978.56
-48.9357 	 -27.5602 	 533.91 	 978974.07
-48.6378 	 -27.4571 	 11.58 	 979079.0
-48.6856 	 -27.5944 	 38.94 	 979096.59
-48.6941 	 -27.5685 	 51.26 	 979090.78
-48.7065 	 -27.5355 	 61.26 	 979083.56
-48.7196 	 -27.4921 	 38.77 	 979086.0
-48.965 	 -27.8596 	 488.6 	 979008.57
-48.9853 	 -27.8968 	 948.85 	 978915.37
-49.004 	 -27.9006 	 825.29 	 978942.59
-48.9633 	 -27.9812 	 290.95 	 979050.41
-48.9942 	 -27.9512 	 665.54 	 978975.62
-49.0176 	 -27.9487 	 781.09 	 978952.06
-49.0243 	 -27.9606 	 796.57 	 978948.17
-49.422 	 -28.084 	 1003.86 	 978904.57
-49.3678 	 -27.998 	 1112.5 	 978878.59
-49.201 	 -27.7266 	 834.07 	 978920.4
-49.1547 	 -27.7206 	 1172.89 	 978850.87
-49.1034 	 -27.7166 	 830.49 	 978921.77
-49.0646 	 -27.716 	 929.52 	 978905.93
-49.4866 	 -27.9786 	 1404.62 	 978810.27
-49.4289 	 -27.9575 	 1467.87 	 978801.35
-49.5054 	 -27.8752 	 931.96 	 978900.97
-49.4385 	 -27.9005 	 965.5 	 978897.46
-49.4745 	 -27.8847 	 931.32 	 978902.27
-49.5037 	 -27.9384 	 1438.06 	 978802.84
-49.4927 	 -27.9533 	 1148.01 	 978862.25
-49.395 	 -27.8758 	 995.25 	 978890.23
-49.446 	 -27.7752 	 907.63 	 978900.57
-49.427 	 -27.7337 	 751.0 	 978927.16
-49.3674 	 -27.7744 	 778.99 	 978925.91
-49.3457 	 -27.7931 	 797.44 	 978922.67
-49.3467 	 -27.6558 	 705.08 	 978933.19
-49.1007 	 -27.7737 	 1094.42 	 978877.23
-49.0933 	 -27.8535 	 1073.21 	 978884.14
-49.1723 	 -27.846 	 683.61 	 978965.56
-49.1381 	 -27.8486 	 634.69 	 978974.17
-49.1241 	 -27.8189 	 784.44 	 978942.37
-49.1413 	 -27.8104 	 675.43 	 978959.7
-49.1373 	 -27.7875 	 751.72 	 978941.73
-49.3227 	 -28.0734 	 561.48 	 978994.76
-49.1976 	 -28.0691 	 364.97 	 979033.2
-49.2319 	 -28.0499 	 370.0 	 979033.47
-49.2762 	 -28.0463 	 670.56 	 978971.83
-49.3081 	 -28.0212 	 770.22 	 978951.05
-49.3094 	 -27.9979 	 884.62 	 978922.24
-48.9892 	 -28.0281 	 387.09 	 979038.76
-49.0193 	 -28.0181 	 673.91 	 978975.77
-49.0551 	 -27.9966 	 790.23 	 978949.16
-49.1218 	 -28.0493 	 215.24 	 979065.58
-49.1369 	 -28.0716 	 214.19 	 979068.06
-49.1443 	 -28.019 	 268.64 	 979050.16
-49.1797 	 -28.0301 	 373.45 	 979029.54
-49.2796 	 -27.8342 	 841.31 	 978919.68
-49.1495 	 -27.9892 	 449.47 	 979013.95
-49.1899 	 -27.9856 	 320.89 	 979038.76
-49.23 	 -27.9833 	 582.21 	 978988.47
-49.2234 	 -28.0051 	 453.82 	 979017.43
-49.276 	 -27.9809 	 848.94 	 978932.53
-49.272 	 -27.9584 	 635.23 	 978971.73
-49.2631 	 -28.0113 	 632.76 	 978975.99
-49.1515 	 -27.6124 	 695.86 	 978940.29
-49.1872 	 -27.6054 	 730.53 	 978930.43
-49.2311 	 -27.6088 	 1037.09 	 978867.1
-49.224 	 -27.6532 	 1048.9 	 978869.98
-49.2733 	 -27.6481 	 1042.03 	 978867.85
-49.2774 	 -27.5929 	 679.88 	 978935.14
-49.3052 	 -27.6465 	 871.44 	 978901.75
-49.1021 	 -27.6067 	 914.31 	 978898.49
-49.0271 	 -27.6426 	 596.97 	 978965.58
-49.0592 	 -27.6131 	 562.46 	 978967.84
-49.1935 	 -27.7819 	 1105.82 	 978899.26
-49.2191 	 -27.765 	 957.83 	 978873.62
-49.1945 	 -27.8184 	 959.8 	 978907.7
-49.232 	 -27.8126 	 929.6 	 978907.55
-49.2411 	 -27.8363 	 1013.6 	 978891.15
-49.5236 	 -27.8471 	 887.63 	 978907.15
-49.4743 	 -27.8548 	 893.73 	 978908.4
-49.4393 	 -27.8467 	 906.26 	 978905.84
-49.3989 	 -27.8586 	 970.67 	 978894.19
-49.373 	 -27.8505 	 1057.63 	 978876.43
-49.3944 	 -27.8285 	 1051.74 	 978874.99
-49.5145 	 -27.7722 	 881.97 	 978901.84
-49.4615 	 -27.7859 	 896.41 	 978903.26
-49.1101 	 -27.8876 	 602.23 	 978981.27
-49.1445 	 -27.8992 	 563.78 	 978990.49
-49.1844 	 -27.9285 	 437.78 	 979013.48
-49.196 	 -27.9035 	 439.94 	 979011.55
-49.2274 	 -27.899 	 509.84 	 978993.29
-49.256 	 -27.8815 	 973.21 	 978897.86
-49.2402 	 -27.9207 	 813.99 	 978934.66
-49.1339 	 -27.9239 	 424.81 	 979017.73
-49.3476 	 -27.5177 	 748.06 	 978921.37
-48.9857 	 -28.3047 	 87.67 	 979115.07
-48.9831 	 -28.2758 	 122.04 	 979106.91
-49.0214 	 -28.1869 	 186.15 	 979091.01
-48.9719 	 -28.1489 	 40.65 	 979116.27
-48.9439 	 -28.1482 	 151.51 	 979095.86
-48.9101 	 -28.1442 	 191.49 	 979090.71
-48.9318 	 -28.1072 	 367.51 	 979051.72
-48.8937 	 -28.1033 	 334.68 	 979060.93
-48.952 	 -28.491 	 5.63 	 979160.8
-48.9356 	 -28.5099 	 4.57 	 979168.23
-48.95 	 -28.551 	 2.27 	 979173.94
-49.0029 	 -28.5251 	 27.43 	 979160.67
-48.9758 	 -28.5122 	 4.7 	 979162.73
-48.8862 	 -28.5573 	 2.73 	 979180.45
-48.6549 	 -28.1123 	 9.06 	 979147.41
-48.7119 	 -28.1559 	 11.14 	 979152.95
-48.7716 	 -28.1926 	 5.75 	 979148.2
-48.7947 	 -28.2048 	 95.65 	 979126.33
-48.8027 	 -28.2233 	 107.92 	 979124.48
-48.8848 	 -28.4847 	 4.37 	 979175.22
-48.8657 	 -28.4739 	 11.08 	 979173.96
-48.7948 	 -28.4645 	 2.25 	 979175.35
-48.742 	 -28.4231 	 33.05 	 979174.95
-48.7048 	 -28.3382 	 3.1 	 979178.48
-49.3543 	 -27.5543 	 940.06 	 978881.69
-49.3582 	 -27.6076 	 887.93 	 978891.09
