LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-50.6511 	 -21.5202 	 379.74 	 978578.07
-49.9828 	 -21.6387 	 472.92 	 978561.12
-49.872 	 -21.6702 	 467.1 	 978570.53
-51.0002 	 -21.7106 	 453.84 	 978572.89
-50.96 	 -21.5604 	 361.18 	 978587.39
-50.8601 	 -21.3002 	 401.24 	 978562.73
-50.7488 	 -21.4723 	 421.61 	 978562.26
-50.7129 	 -21.3772 	 427.45 	 978563.41
-50.6037 	 -21.0458 	 398.67 	 978557.79
-51.0657 	 -21.2006 	 410.53 	 978561.09
-51.1508 	 -21.3204 	 362.98 	 978576.55
-44.7408 	 -22.6294 	 676.11 	 978582.12
-44.7517 	 -22.6736 	 732.59 	 978575.58
-44.3657 	 -22.5782 	 476.06 	 978623.04
-44.4435 	 -22.6181 	 599.85 	 978601.3
-44.4101 	 -22.6394 	 498.61 	 978626.66
-44.4033 	 -22.6758 	 491.16 	 978630.58
-44.3545 	 -22.6887 	 537.97 	 978623.66
-44.3549 	 -22.6576 	 443.11 	 978640.5
-44.3057 	 -22.6719 	 433.62 	 978643.54
-44.2979 	 -22.6596 	 433.29 	 978643.35
-44.2437 	 -22.6281 	 487.71 	 978630.97
-44.2658 	 -22.6313 	 440.65 	 978640.37
-44.2549 	 -22.6698 	 577.59 	 978616.27
-44.2291 	 -22.6737 	 523.12 	 978629.72
-44.1978 	 -22.6715 	 501.44 	 978634.85
-44.1897 	 -22.6585 	 493.75 	 978635.68
-44.8081 	 -22.8209 	 1292.73 	 978476.75
-44.7692 	 -22.8136 	 1783.19 	 978370.93
-44.7393 	 -22.8036 	 1582.67 	 978415.6
-44.696 	 -22.8107 	 1551.44 	 978423.47
-44.7128 	 -22.843 	 1484.69 	 978437.04
-44.7684 	 -22.8807 	 1456.21 	 978442.5
-44.7857 	 -22.8653 	 951.82 	 978546.74
-44.8057 	 -22.8509 	 950.75 	 978546.53
-44.7939 	 -22.8897 	 1277.73 	 978480.68
-44.8187 	 -22.9201 	 961.57 	 978550.69
-44.832 	 -22.9601 	 1153.16 	 978515.25
-44.7659 	 -22.7812 	 1831.69 	 978362.0
-44.7542 	 -22.7463 	 1800.92 	 978367.71
-44.7325 	 -22.7317 	 1791.3 	 978367.68
-44.6928 	 -22.7402 	 1565.91 	 978419.14
