LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-35.1191 	 -6.9033 	 91.24 	 978115.01
-34.9508 	 -7.1161 	 12.9 	 978144.8
-35.1148 	 -6.5282 	 84.03 	 978096.54
-34.9847 	 -7.0806 	 63.18 	 978143.01
-35.1563 	 -7.2029 	 96.52 	 978126.49
-35.1978 	 -7.0058 	 71.53 	 978124.58
-34.9375 	 -7.2692 	 66.69 	 978129.52
-38.6728 	 -6.9278 	 309.84 	 978018.58
-36.35042 	 -7.763438 	 513.515 	 977983.6
-36.68588 	 -7.804121 	 499.129 	 977986.07
-34.83947 	 -7.267351 	 61.993 	 978144.18
-34.85111 	 -7.140943 	 38.73 	 978139.12
