LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-37.3754 	 -9.208 	 343.86 	 978060.18
-37.1229 	 -9.2918 	 385.84 	 978045.16
-37.2037 	 -9.2926 	 374.53 	 978051.72
-37.375 	 -9.125 	 392.51 	 978041.58
-37.375 	 -9.0428 	 397.03 	 978042.12
-37.2942 	 -9.1261 	 358.1 	 978049.47
-36.8767 	 -9.2937 	 311.45 	 978068.82
-36.793 	 -9.2954 	 284.56 	 978083.97
-36.7012 	 -9.2987 	 658.85 	 978014.79
-36.6205 	 -9.8752 	 228.97 	 978137.16
-36.54 	 -9.876 	 193.5 	 978148.8
-36.5439 	 -9.7929 	 233.49 	 978144.11
-36.4602 	 -9.7922 	 158.53 	 978163.7
-36.3754 	 -9.7899 	 168.34 	 978165.43
-36.5401 	 -9.71 	 190.68 	 978147.2
-36.4575 	 -9.6235 	 271.31 	 978131.15
-36.3758 	 -9.7091 	 197.36 	 978156.47
-36.4586 	 -9.7089 	 220.5 	 978147.15
-36.4571 	 -9.5417 	 469.5 	 978080.36
-36.4557 	 -9.4475 	 439.54 	 978075.64
-36.3757 	 -9.6251 	 237.27 	 978139.67
-36.3079 	 -9.5468 	 375.27 	 978096.59
-36.3778 	 -9.5388 	 172.19 	 978140.49
-36.2907 	 -9.6174 	 272.64 	 978129.96
-36.1978 	 -9.4465 	 124.48 	 978136.46
-36.543 	 -9.2926 	 498.22 	 978049.67
-36.4615 	 -9.3859 	 473.02 	 978060.03
-36.375 	 -9.3742 	 283.06 	 978099.27
-36.2862 	 -9.3672 	 256.39 	 978103.51
-36.2107 	 -9.3677 	 197.19 	 978116.25
-36.1216 	 -9.5414 	 89.35 	 978149.02
-36.198 	 -9.5406 	 286.35 	 978109.51
-36.1254 	 -9.3726 	 97.05 	 978140.64
-36.2889 	 -9.2866 	 443.43 	 978056.38
-36.2922 	 -9.2042 	 522.06 	 978032.65
-35.7056 	 -9.2906 	 112.68 	 978155.46
-35.7088 	 -9.2071 	 95.6 	 978153.38
-35.7919 	 -9.3738 	 136.08 	 978148.18
-35.875 	 -9.375 	 65.7 	 978162.84
-35.9606 	 -9.2915 	 81.26 	 978151.88
-36.1242 	 -9.4585 	 161.06 	 978131.72
-36.3669 	 -9.4547 	 561.5 	 978047.29
-36.3107 	 -9.4756 	 327.16 	 978098.42
-36.2332 	 -9.2879 	 361.5 	 978074.65
-36.0444 	 -9.3697 	 134.26 	 978138.96
-36.0419 	 -9.2908 	 189.83 	 978122.07
-36.9624 	 -9.4518 	 234.64 	 978091.86
-37.1251 	 -9.7086 	 97.83 	 978128.52
-37.0434 	 -9.7928 	 123.99 	 978126.8
-37.0419 	 -9.8761 	 108.37 	 978136.04
-36.9728 	 -9.8695 	 14.02 	 978152.29
-36.9568 	 -9.792 	 293.71 	 978096.43
-36.959 	 -9.709 	 150.34 	 978121.64
-36.9602 	 -9.5418 	 213.04 	 978107.0
-36.8747 	 -9.5414 	 185.53 	 978112.78
-36.874 	 -9.4539 	 235.75 	 978097.34
-36.7985 	 -9.4589 	 242.64 	 978100.31
-36.7913 	 -9.5384 	 230.01 	 978108.93
-35.3662 	 -9.0645 	 7.79 	 978157.24
-35.3364 	 -9.143 	 1.72 	 978142.18
-35.9586 	 -8.9581 	 335.69 	 978071.82
-35.9577 	 -9.0338 	 528.53 	 978034.99
