INDEX 	 LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
27145 	 -43.0176 	 -22.1483 	 612.44 	 978591.42
27146 	 -43.1089 	 -22.2664 	 559.48 	 978607.2
27147 	 -43.1423 	 -22.2336 	 529.92 	 978615.16
27148 	 -43.1516 	 -22.1986 	 337.73 	 978647.57
27149 	 -43.1892 	 -22.1802 	 326.09 	 978650.75
27150 	 -43.1826 	 -22.1423 	 328.22 	 978646.6
27151 	 -43.1861 	 -22.1052 	 288.89 	 978653.07
27152 	 -43.2254 	 -22.1091 	 311.14 	 978649.67
27153 	 -41.8402 	 -21.6628 	 79.76 	 978688.92
27154 	 -41.8564 	 -21.6757 	 58.99 	 978692.31
27155 	 -41.8825 	 -21.7034 	 83.78 	 978688.53
27156 	 -41.9021 	 -21.7192 	 78.82 	 978689.27
27157 	 -41.9892 	 -21.7317 	 72.01 	 978688.02
27158 	 -41.9954 	 -21.7683 	 102.03 	 978683.1
27159 	 -42.0137 	 -21.7783 	 80.84 	 978686.99
27160 	 -41.7693 	 -21.6856 	 43.87 	 978699.86
27161 	 -41.7306 	 -21.6952 	 69.91 	 978694.83
27162 	 -41.6891 	 -21.6883 	 270.3 	 978653.38
27163 	 -41.7694 	 -21.735 	 105.58 	 978689.06
27164 	 -41.7237 	 -21.7289 	 235.89 	 978658.56
27165 	 -41.7226 	 -21.7688 	 737.43 	 978564.49
27166 	 -41.7048 	 -21.7536 	 570.9 	 978596.82
27167 	 -41.6795 	 -21.7348 	 486.54 	 978611.13
27168 	 -41.6462 	 -21.6966 	 313.15 	 978646.61
27169 	 -41.9124 	 -21.7613 	 199.03 	 978665.44
27170 	 -41.9338 	 -21.7668 	 64.46 	 978689.97
27171 	 -41.9484 	 -21.8026 	 92.3 	 978684.83
27172 	 -41.9661 	 -21.8232 	 88.74 	 978686.38
27173 	 -41.9536 	 -21.8442 	 260.97 	 978655.53
27174 	 -41.967 	 -21.8602 	 296.89 	 978648.91
27175 	 -41.9747 	 -21.8878 	 197.98 	 978667.45
27176 	 -41.9499 	 -21.905 	 374.04 	 978633.63
27177 	 -41.9504 	 -21.8935 	 502.88 	 978610.42
27178 	 -41.9688 	 -21.948 	 587.92 	 978600.11
27179 	 -41.5353 	 -21.6787 	 23.31 	 978704.77
27180 	 -41.5543 	 -21.6961 	 65.74 	 978699.41
27181 	 -41.5576 	 -21.7243 	 41.71 	 978707.59
27182 	 -41.5995 	 -21.7268 	 45.41 	 978703.71
27183 	 -41.596 	 -21.7005 	 80.35 	 978692.41
27184 	 -41.6485 	 -21.7582 	 120.66 	 978683.19
27185 	 -41.6374 	 -21.7376 	 39.18 	 978702.06
27186 	 -41.5897 	 -21.7727 	 68.08 	 978700.2
27187 	 -41.5579 	 -21.7653 	 14.16 	 978714.08
27188 	 -41.5226 	 -21.7642 	 15.53 	 978715.17
27189 	 -41.5212 	 -21.7259 	 22.9 	 978712.02
27190 	 -41.4775 	 -21.7369 	 15.11 	 978712.46
27191 	 -41.4355 	 -21.732 	 16.03 	 978711.02
27192 	 -42.0873 	 -21.8255 	 103.71 	 978686.71
27193 	 -42.0748 	 -21.8407 	 122.25 	 978683.54
27194 	 -42.1016 	 -21.8583 	 148.73 	 978679.25
27195 	 -42.1371 	 -21.91 	 212.28 	 978669.85
27196 	 -42.1056 	 -21.9304 	 199.01 	 978671.08
27197 	 -42.0772 	 -21.9307 	 154.75 	 978679.77
27198 	 -42.0546 	 -21.9062 	 169.54 	 978675.59
27199 	 -42.035 	 -21.9001 	 158.64 	 978676.49
27200 	 -41.5487 	 -21.6571 	 61.55 	 978698.32
27201 	 -41.6061 	 -21.804 	 16.53 	 978714.47
27202 	 -41.6427 	 -21.8223 	 21.07 	 978710.78
27203 	 -41.6576 	 -21.8426 	 19.59 	 978717.03
27204 	 -41.6873 	 -21.8554 	 18.74 	 978715.52
27205 	 -41.7293 	 -21.8518 	 23.9 	 978710.38
27206 	 -41.7273 	 -21.8981 	 67.86 	 978707.16
27207 	 -41.7727 	 -21.8887 	 31.53 	 978711.8
27208 	 -41.7802 	 -21.9343 	 30.08 	 978715.06
27209 	 -41.7668 	 -21.985 	 44.01 	 978714.92
27210 	 -41.8915 	 -21.5892 	 60.75 	 978685.22
27211 	 -41.9674 	 -21.6197 	 52.34 	 978686.75
27212 	 -41.9374 	 -21.6407 	 94.55 	 978681.37
27213 	 -41.9154 	 -21.656 	 98.95 	 978679.69
27214 	 -41.9381 	 -21.6835 	 105.17 	 978679.48
27215 	 -41.9739 	 -21.6989 	 147.06 	 978672.46
27216 	 -42.0045 	 -21.7272 	 100.31 	 978682.04
27217 	 -42.0214 	 -21.7984 	 97.01 	 978685.04
27218 	 -42.0322 	 -21.8645 	 134.76 	 978681.83
27219 	 -41.4705 	 -21.7744 	 15.15 	 978712.02
27220 	 -41.5208 	 -21.8163 	 26.56 	 978715.1
27221 	 -41.5225 	 -21.8555 	 53.58 	 978713.82
27222 	 -41.489 	 -21.8417 	 16.85 	 978720.43
27223 	 -41.5614 	 -21.8227 	 33.71 	 978714.97
27224 	 -41.6096 	 -21.8502 	 29.47 	 978717.06
27225 	 -41.6328 	 -21.905 	 27.48 	 978719.13
27226 	 -41.6872 	 -21.9021 	 25.14 	 978716.47
27227 	 -41.7959 	 -21.6841 	 286.57 	 978653.76
27228 	 -41.8013 	 -21.723 	 81.88 	 978692.33
27229 	 -41.8204 	 -21.7637 	 275.91 	 978657.74
27230 	 -41.8448 	 -21.7818 	 311.34 	 978647.66
27231 	 -41.8613 	 -21.8075 	 662.68 	 978578.15
27232 	 -41.8315 	 -21.8013 	 889.43 	 978535.8
27233 	 -41.8712 	 -21.8346 	 856.56 	 978540.39
27234 	 -41.8926 	 -21.8483 	 1120.52 	 978485.2
27235 	 -41.9018 	 -21.8119 	 646.27 	 978584.89
27236 	 -41.6893 	 -21.9386 	 82.37 	 978707.63
27237 	 -41.733 	 -21.9396 	 23.52 	 978716.47
27238 	 -41.7325 	 -21.9774 	 53.72 	 978715.01
27239 	 -41.6823 	 -21.9753 	 48.89 	 978719.1
27240 	 -41.6525 	 -21.9724 	 76.14 	 978714.88
27241 	 -41.6085 	 -21.9478 	 24.04 	 978725.65
27242 	 -41.5541 	 -21.9437 	 44.66 	 978725.37
27243 	 -41.5511 	 -21.9727 	 42.37 	 978728.8
27244 	 -41.6104 	 -21.9776 	 47.76 	 978723.79
27245 	 -41.885 	 -21.9518 	 207.11 	 978675.4
27246 	 -41.8525 	 -21.9556 	 119.74 	 978696.0
27247 	 -41.8136 	 -21.9425 	 69.49 	 978705.35
27248 	 -41.8032 	 -21.8995 	 36.15 	 978706.82
27249 	 -41.8078 	 -21.8722 	 196.75 	 978669.49
27250 	 -41.5628 	 -21.8967 	 62.73 	 978715.72
27251 	 -41.5245 	 -21.9083 	 39.15 	 978725.47
27252 	 -41.7553 	 -22.2147 	 11.22 	 978743.21
27253 	 -41.483 	 -21.9028 	 13.46 	 978732.36
27254 	 -41.4575 	 -21.8757 	 13.15 	 978728.68
27255 	 -41.4668 	 -21.9373 	 12.02 	 978737.11
27256 	 -41.4347 	 -21.9278 	 13.14 	 978736.43
27257 	 -41.4092 	 -21.9442 	 9.36 	 978742.22
27258 	 -41.4503 	 -21.9802 	 11.91 	 978743.48
27259 	 -41.4847 	 -21.9716 	 14.36 	 978739.09
27260 	 -41.5204 	 -21.9733 	 20.86 	 978735.47
27261 	 -41.5316 	 -21.9488 	 33.19 	 978730.48
27262 	 -41.8638 	 -21.7178 	 95.57 	 978686.69
27263 	 -42.077 	 -21.6511 	 67.51 	 978682.47
27264 	 -42.1056 	 -21.6857 	 71.63 	 978682.9
27265 	 -42.1272 	 -21.7061 	 72.85 	 978682.7
27266 	 -42.1466 	 -21.737 	 92.62 	 978682.38
27267 	 -42.1378 	 -21.7618 	 107.81 	 978682.52
27268 	 -42.104 	 -21.7674 	 140.28 	 978674.6
27269 	 -42.1007 	 -21.7399 	 98.35 	 978681.18
27270 	 -42.0679 	 -21.7266 	 101.21 	 978680.15
27271 	 -42.0509 	 -21.7627 	 97.83 	 978684.91
27272 	 -41.2613 	 -22.0362 	 11.87 	 978746.02
27273 	 -41.2653 	 -22.0671 	 11.01 	 978746.98
27274 	 -41.3051 	 -22.0569 	 12.36 	 978744.13
27275 	 -41.2966 	 -22.0927 	 12.95 	 978746.5
27276 	 -41.2745 	 -22.1004 	 10.9 	 978748.81
27277 	 -41.2574 	 -22.1366 	 13.24 	 978752.52
27278 	 -41.2235 	 -22.1391 	 14.89 	 978749.76
27279 	 -41.2133 	 -22.0765 	 11.24 	 978750.85
27280 	 -42.1384 	 -21.8112 	 111.87 	 978684.54
27281 	 -42.1506 	 -21.8461 	 113.09 	 978685.32
27282 	 -42.1808 	 -21.8582 	 125.66 	 978685.25
27283 	 -42.256 	 -21.847 	 148.77 	 978674.46
27284 	 -42.2333 	 -21.8441 	 148.46 	 978675.71
27285 	 -42.2238 	 -21.8172 	 113.68 	 978679.93
27286 	 -42.2048 	 -21.7968 	 126.99 	 978677.27
27287 	 -42.185 	 -21.7707 	 101.24 	 978681.75
27288 	 -42.2139 	 -21.7774 	 107.39 	 978677.2
27289 	 -42.1736 	 -21.8176 	 84.02 	 978680.78
27290 	 -41.3618 	 -22.0983 	 12.6 	 978757.47
27291 	 -41.3966 	 -22.0674 	 13.16 	 978755.83
27292 	 -41.4299 	 -22.0725 	 14.12 	 978754.0
27293 	 -41.4406 	 -22.0194 	 10.88 	 978749.04
27294 	 -41.4799 	 -22.0173 	 10.84 	 978745.03
27295 	 -41.4812 	 -22.0607 	 21.26 	 978747.68
27296 	 -41.5171 	 -22.0593 	 26.6 	 978743.37
27297 	 -41.5282 	 -22.0245 	 10.92 	 978742.37
27298 	 -42.2417 	 -22.4802 	 39.37 	 978743.01
27299 	 -42.2695 	 -22.4854 	 30.5 	 978745.68
27300 	 -42.2803 	 -22.5071 	 24.92 	 978748.46
27301 	 -42.3172 	 -22.5136 	 30.18 	 978747.45
27302 	 -42.3602 	 -22.5625 	 30.92 	 978750.38
27303 	 -42.383 	 -22.5808 	 30.07 	 978750.65
27304 	 -42.4735 	 -22.6455 	 36.41 	 978750.49
27305 	 -42.4236 	 -22.6298 	 34.61 	 978750.96
27306 	 -42.1429 	 -22.4842 	 25.0 	 978749.88
27307 	 -42.0933 	 -22.4788 	 22.69 	 978750.78
27308 	 -42.073 	 -22.4332 	 97.12 	 978731.86
27309 	 -42.0262 	 -22.4765 	 31.58 	 978750.55
27310 	 -41.9723 	 -22.4877 	 12.17 	 978756.85
27311 	 -41.9341 	 -22.4855 	 10.69 	 978760.12
27312 	 -41.946 	 -22.4368 	 26.23 	 978753.91
27313 	 -41.9798 	 -22.4413 	 30.75 	 978749.3
27314 	 -42.5068 	 -22.6621 	 50.09 	 978745.39
27315 	 -42.5372 	 -22.6905 	 54.58 	 978748.79
27316 	 -42.5679 	 -22.6896 	 54.95 	 978746.87
27317 	 -42.6014 	 -22.7024 	 70.74 	 978740.71
27318 	 -42.6395 	 -22.714 	 56.78 	 978744.56
27319 	 -42.6572 	 -22.7031 	 49.61 	 978740.0
27320 	 -42.6911 	 -22.7201 	 39.3 	 978746.12
27321 	 -42.7398 	 -22.7398 	 33.71 	 978753.8
27322 	 -42.74 	 -22.7584 	 56.23 	 978755.11
27323 	 -41.6374 	 -22.0143 	 39.77 	 978729.86
27324 	 -41.6075 	 -22.0257 	 62.06 	 978727.64
27325 	 -41.5605 	 -22.023 	 15.7 	 978739.14
27326 	 -41.5602 	 -22.0549 	 12.07 	 978742.95
27327 	 -41.6438 	 -22.0673 	 19.68 	 978739.02
27328 	 -42.3801 	 -22.6746 	 26.55 	 978758.72
27329 	 -42.3532 	 -22.7164 	 21.73 	 978765.61
27330 	 -42.3704 	 -22.6987 	 31.32 	 978759.88
27331 	 -42.4052 	 -22.7241 	 29.02 	 978762.86
27332 	 -42.4359 	 -22.7189 	 43.45 	 978760.24
27333 	 -42.4481 	 -22.6939 	 53.71 	 978754.32
27334 	 -42.4858 	 -22.6994 	 51.85 	 978754.38
27335 	 -42.4768 	 -22.7244 	 35.66 	 978760.74
27336 	 -42.4783 	 -22.7607 	 52.62 	 978766.06
27337 	 -42.4851 	 -22.8006 	 74.0 	 978770.78
27338 	 -41.8912 	 -22.3096 	 21.02 	 978745.32
27339 	 -41.8409 	 -22.2357 	 22.23 	 978743.34
27340 	 -41.8008 	 -22.2609 	 23.31 	 978747.16
27341 	 -41.7586 	 -22.1848 	 51.34 	 978735.54
27342 	 -41.7871 	 -22.1517 	 72.95 	 978727.86
27343 	 -41.8547 	 -22.0959 	 63.47 	 978720.72
27344 	 -41.887 	 -22.0913 	 52.42 	 978718.79
27345 	 -41.9093 	 -22.0689 	 41.24 	 978716.57
27346 	 -42.5929 	 -22.7562 	 88.6 	 978754.03
27347 	 -42.5652 	 -22.7845 	 85.04 	 978762.06
27348 	 -42.58 	 -22.7991 	 98.88 	 978761.06
27349 	 -42.5943 	 -22.8045 	 167.58 	 978748.77
27350 	 -42.5183 	 -22.8087 	 86.13 	 978766.54
27351 	 -42.4256 	 -22.8014 	 48.2 	 978774.31
27352 	 -42.3932 	 -22.8123 	 54.52 	 978777.41
27353 	 -42.3441 	 -22.8106 	 47.08 	 978782.04
27354 	 -42.3161 	 -22.8157 	 36.44 	 978788.37
27355 	 -41.7269 	 -22.1481 	 40.88 	 978736.91
27356 	 -41.6853 	 -22.1435 	 33.82 	 978740.55
27357 	 -41.7209 	 -22.0326 	 68.01 	 978721.62
27358 	 -41.7727 	 -22.0194 	 50.94 	 978718.94
27359 	 -41.8147 	 -22.0217 	 86.54 	 978708.47
27360 	 -41.8552 	 -22.0178 	 66.7 	 978710.07
27361 	 -41.8599 	 -21.9818 	 47.23 	 978709.33
27362 	 -41.8107 	 -21.9827 	 54.97 	 978710.99
27363 	 -41.7236 	 -22.0719 	 22.58 	 978734.39
27364 	 -42.2988 	 -22.7323 	 31.89 	 978770.46
27365 	 -42.281 	 -22.7243 	 33.68 	 978770.49
27366 	 -42.2352 	 -22.7374 	 37.47 	 978776.0
27367 	 -42.2005 	 -22.7416 	 28.6 	 978781.93
27368 	 -42.2196 	 -22.7628 	 48.6 	 978781.02
27369 	 -42.1926 	 -22.7612 	 47.11 	 978783.8
27370 	 -42.1617 	 -22.7471 	 17.77 	 978788.02
27371 	 -42.1501 	 -22.7687 	 19.64 	 978795.16
27372 	 -42.152 	 -22.809 	 53.05 	 978798.53
27373 	 -42.1755 	 -22.8221 	 45.1 	 978801.36
27374 	 -42.2268 	 -22.8214 	 34.51 	 978798.45
27375 	 -42.267 	 -22.8204 	 65.43 	 978788.48
27376 	 -41.7296 	 -22.1072 	 71.57 	 978727.12
27377 	 -41.7667 	 -22.1011 	 27.52 	 978733.2
27378 	 -41.7712 	 -22.0602 	 57.49 	 978722.63
27379 	 -41.8148 	 -22.1048 	 31.59 	 978730.67
27380 	 -41.8182 	 -22.0621 	 49.35 	 978718.97
27381 	 -41.8568 	 -22.0566 	 36.97 	 978720.53
27382 	 -41.8906 	 -22.0256 	 53.16 	 978709.33
27383 	 -41.926 	 -22.1145 	 67.71 	 978713.58
27384 	 -41.924 	 -22.1294 	 59.87 	 978717.38
27385 	 -42.2973 	 -22.5492 	 23.3 	 978753.42
27386 	 -42.2833 	 -22.5625 	 27.82 	 978752.81
27387 	 -42.2636 	 -22.603 	 21.42 	 978755.36
27388 	 -42.2681 	 -22.6398 	 37.95 	 978756.62
27389 	 -42.2974 	 -22.6603 	 22.92 	 978760.73
27390 	 -42.2933 	 -22.6731 	 65.59 	 978753.82
27391 	 -42.2774 	 -22.6971 	 40.08 	 978764.41
27392 	 -42.3647 	 -22.6415 	 22.23 	 978758.7
27393 	 -42.3472 	 -22.6137 	 27.68 	 978758.33
27394 	 -42.3108 	 -22.6068 	 20.85 	 978756.98
27395 	 -41.9429 	 -22.3254 	 29.13 	 978742.27
27396 	 -41.9875 	 -22.3045 	 26.97 	 978735.99
27397 	 -41.9823 	 -22.269 	 38.31 	 978732.64
27398 	 -41.9813 	 -22.2309 	 32.21 	 978730.11
27399 	 -42.0178 	 -22.2331 	 45.03 	 978723.95
27400 	 -42.0549 	 -22.2367 	 88.11 	 978708.37
27401 	 -42.0619 	 -22.2671 	 199.1 	 978687.32
27402 	 -42.0218 	 -22.1846 	 145.21 	 978697.25
27403 	 -41.9694 	 -22.1955 	 35.16 	 978726.01
27404 	 -42.7031 	 -22.7024 	 90.09 	 978730.05
27405 	 -42.7094 	 -22.6898 	 89.23 	 978723.95
27406 	 -42.7213 	 -22.7992 	 63.27 	 978765.01
27407 	 -42.7131 	 -22.8359 	 143.21 	 978753.4
27408 	 -42.6845 	 -22.8127 	 111.18 	 978755.71
27409 	 -42.6695 	 -22.8434 	 263.98 	 978732.44
27410 	 -42.6323 	 -22.8456 	 754.23 	 978619.3
27411 	 -42.6483 	 -22.8162 	 99.49 	 978760.65
27412 	 -42.6599 	 -22.7823 	 55.73 	 978761.74
27413 	 -42.6726 	 -22.7783 	 52.2 	 978760.04
27414 	 -41.9411 	 -22.3977 	 33.7 	 978748.59
27415 	 -41.9087 	 -22.5051 	 13.18 	 978761.44
27416 	 -41.8622 	 -22.4606 	 13.96 	 978762.07
27417 	 -41.83 	 -22.4241 	 15.45 	 978760.81
27418 	 -41.8816 	 -22.4014 	 29.99 	 978753.71
27419 	 -41.81 	 -22.3563 	 12.13 	 978754.72
27420 	 -41.9025 	 -22.3559 	 26.82 	 978746.88
27421 	 -41.8735 	 -22.3045 	 23.95 	 978745.92
27422 	 -42.1988 	 -22.5277 	 11.36 	 978753.92
27423 	 -42.2094 	 -22.541 	 11.1 	 978755.18
27424 	 -42.2182 	 -22.5446 	 12.06 	 978754.8
27425 	 -42.2013 	 -22.5507 	 10.74 	 978755.65
27426 	 -42.1335 	 -22.5175 	 15.22 	 978757.56
27427 	 -42.1363 	 -22.5421 	 10.23 	 978759.3
27428 	 -42.1147 	 -22.55 	 10.85 	 978759.52
27429 	 -42.1186 	 -22.5204 	 15.3 	 978757.98
27430 	 -42.9958 	 -22.8775 	 77.31 	 978765.63
27431 	 -44.2601 	 -22.3049 	 614.0 	 978576.53
27432 	 -44.2707 	 -22.2841 	 556.69 	 978583.52
27433 	 -44.3156 	 -22.2717 	 643.17 	 978561.77
27434 	 -42.0681 	 -22.5279 	 10.97 	 978758.05
27435 	 -42.0501 	 -22.5508 	 11.69 	 978757.66
27436 	 -41.6502 	 -22.1098 	 35.58 	 978739.53
27437 	 -41.5961 	 -22.1091 	 51.56 	 978738.83
27438 	 -41.5942 	 -22.1476 	 30.89 	 978744.97
27439 	 -41.6427 	 -22.1495 	 56.13 	 978737.52
27440 	 -41.5627 	 -22.139 	 16.61 	 978749.14
27441 	 -41.521 	 -22.1478 	 15.72 	 978751.95
27442 	 -41.4752 	 -22.1522 	 15.51 	 978756.41
27443 	 -41.4392 	 -22.1304 	 11.39 	 978756.99
27444 	 -41.3992 	 -22.1372 	 15.19 	 978758.22
27445 	 -41.3571 	 -22.1365 	 13.89 	 978756.21
27446 	 -41.6073 	 -22.187 	 28.65 	 978747.76
27447 	 -41.6442 	 -22.1836 	 17.07 	 978748.28
27448 	 -41.9967 	 -22.6792 	 11.68 	 978782.72
27449 	 -41.9527 	 -22.7429 	 12.79 	 978804.8
27450 	 -41.8804 	 -22.747 	 13.59 	 978810.72
27451 	 -41.873 	 -22.7457 	 105.81 	 978790.52
27452 	 -41.8725 	 -22.7591 	 103.67 	 978792.57
27453 	 -41.8951 	 -22.7622 	 16.85 	 978812.53
27454 	 -41.9309 	 -22.7994 	 13.76 	 978821.4
27455 	 -41.9798 	 -22.7811 	 16.64 	 978812.53
27456 	 -41.9903 	 -22.8406 	 13.66 	 978824.13
27457 	 -41.9958 	 -22.8766 	 10.75 	 978833.19
27458 	 -41.69 	 -22.1861 	 26.74 	 978744.98
27459 	 -41.558 	 -22.1816 	 18.38 	 978751.72
27460 	 -41.595 	 -22.2283 	 13.83 	 978755.53
27461 	 -41.5588 	 -22.2403 	 12.69 	 978758.87
27462 	 -41.5149 	 -22.1838 	 14.78 	 978756.22
27463 	 -41.4859 	 -22.1841 	 14.36 	 978758.1
27464 	 -41.4811 	 -22.2108 	 14.09 	 978761.38
27465 	 -41.5102 	 -22.2193 	 11.71 	 978760.68
27466 	 -41.433 	 -22.1856 	 15.65 	 978760.98
27467 	 -41.3925 	 -22.186 	 11.97 	 978760.5
27468 	 -42.0608 	 -22.7238 	 29.66 	 978783.48
27469 	 -42.0859 	 -22.7481 	 20.86 	 978792.4
27470 	 -42.0984 	 -22.7749 	 31.14 	 978796.96
27471 	 -42.0399 	 -22.7903 	 24.01 	 978807.6
27472 	 -42.0676 	 -22.8027 	 33.9 	 978807.0
27473 	 -42.0596 	 -22.8567 	 14.35 	 978823.57
27474 	 -42.0438 	 -22.9591 	 16.08 	 978836.54
27475 	 -42.1071 	 -22.9457 	 12.94 	 978838.72
27476 	 -42.1542 	 -22.9442 	 11.21 	 978834.76
27477 	 -42.1834 	 -22.9401 	 14.0 	 978833.06
