        generated_by     ICGEM (hosted at GFZ-Potsdam)
     generating_date     2019/08/30
----------------------------------------------------------------------
           modelname     EIGEN-6C4
     max_used_degree          2190
----------------------------------------------------------------------
         tide_system     tide_free
    zero_degree_term     included
----------------------------------------------------------------------
          refsysname     WGS84
   max_degree_refpot             8
            gmrefpot      3.98600441800E+14[m**3/s**2]
        radiusrefpot     6378137.000 m
          flatrefpot      3.352810664747480E-03   (1/298.25722356300)
         omegarefpot      7.29211500000E-05 1/s
----------------------------------------------------------------------
    number_of_points           607
      latlimit_north      -1.2011000000000    
      latlimit_south      -6.5519000000000    
      longlimit_west      -47.960600000000    
      longlimit_east      -41.900100000000    
----------------------------------------------------------------------
description of columns -----------------------------------------------
 1 identifier (from input)
 2 longitude  (from input)    [degree]
 3 latitude   (from input)    [degree]
 4 h_over_ell (from input)     [meter]
 -------------------------------------
368          -47.38690000   -6.48560000  1.505900E+02  9.780200919169E+05
369          -47.38170000   -5.66690000  1.382500E+02  9.780003935071E+05
370          -47.46690000   -5.54170000  9.581000E+01  9.780095175179E+05
371          -47.42890000   -5.59610000  1.088800E+02  9.780054104689E+05
372          -47.40580000   -5.63110000  1.177800E+02  9.780042859562E+05
373          -47.39440000   -5.64970000  1.308400E+02  9.780014834083E+05
374          -47.36560000   -5.69000000  1.424200E+02  9.780005690545E+05
375          -47.36030000   -5.70860000  1.350900E+02  9.780039065709E+05
376          -47.35970000   -5.73000000  1.725100E+02  9.779935742129E+05
377          -47.36780000   -5.74810000  1.745200E+02  9.779942644668E+05
378          -47.35940000   -5.78220000  1.353200E+02  9.780068382695E+05
379          -47.36000000   -5.80080000  1.450600E+02  9.780040033757E+05
380          -47.36080000   -5.88080000  1.562500E+02  9.780013765992E+05
381          -47.36530000   -5.89810000  1.388100E+02  9.780076823045E+05
382          -47.37420000   -5.91360000  1.437000E+02  9.780071703034E+05
383          -43.25880000   -3.06400000  7.079000E+01  9.780179185128E+05
384          -43.47310000   -3.29030000  7.027000E+01  9.780296835127E+05
385          -43.57390000   -3.51490000  4.176000E+01  9.780370606292E+05
386          -44.83490000   -5.40250000  9.654000E+01  9.780063367144E+05
387          -44.96790000   -5.41800000  1.420200E+02  9.779890750691E+05
388          -45.07610000   -5.43420000  9.210000E+01  9.780021172213E+05
389          -45.17170000   -5.46280000  1.306700E+02  9.779919793805E+05
390          -45.32580000   -5.43470000  1.671100E+02  9.779951780525E+05
391          -45.43560000   -5.43810000  1.620000E+02  9.779972919501E+05
392          -45.72090000   -5.59410000  2.479900E+02  9.779645697095E+05
393          -45.84650000   -5.66090000  1.882300E+02  9.779792624646E+05
394          -46.02360000   -5.74450000  2.079800E+02  9.779655175989E+05
395          -46.42370000   -5.97030000  2.922400E+02  9.779501049839E+05
396          -46.51810000   -6.02220000  3.222300E+02  9.779417484866E+05
397          -46.59800000   -6.03850000  2.837700E+02  9.779473113195E+05
398          -46.65440000   -6.04470000  2.691500E+02  9.779542123209E+05
399          -46.77620000   -6.08200000  2.526200E+02  9.779652134247E+05
400          -46.86780000   -6.13680000  2.329100E+02  9.779727903263E+05
401          -47.00410000   -6.16620000  1.830700E+02  9.779908274565E+05
402          -47.09650000   -6.21560000  1.746000E+02  9.779993515202E+05
403          -47.18970000   -6.26210000  1.813200E+02  9.780069325087E+05
404          -47.31610000   -6.31570000  1.553400E+02  9.780212190040E+05
405          -47.38390000   -5.92830000  1.312600E+02  9.780119495077E+05
406          -47.38360000   -5.96080000  1.227500E+02  9.780164540345E+05
407          -47.38360000   -5.98110000  1.247500E+02  9.780165815715E+05
408          -47.38250000   -6.04170000  1.197600E+02  9.780186351390E+05
409          -47.36970000   -6.14780000  1.452300E+02  9.780163448519E+05
410          -47.36000000   -6.19310000  1.552200E+02  9.780144661482E+05
411          -47.37690000   -6.35580000  1.599500E+02  9.780183153161E+05
412          -47.40000000   -6.33920000  1.383900E+02  9.780239587086E+05
413          -47.38220000   -6.02640000  1.248800E+02  9.780169824091E+05
414          -47.38220000   -6.06190000  1.359500E+02  9.780140058910E+05
415          -45.38600000   -5.41810000  2.004500E+02  9.779878145671E+05
416          -45.40740000   -5.43070000  1.267000E+02  9.780093410839E+05
417          -46.62930000   -6.03620000  2.322900E+02  9.779633363244E+05
418          -46.67700000   -6.05340000  2.686900E+02  9.779567284566E+05
419          -46.70180000   -6.06300000  2.944300E+02  9.779508842125E+05
420          -46.72850000   -6.06490000  2.922000E+02  9.779531159713E+05
421          -46.79920000   -6.09380000  2.520300E+02  9.779651575606E+05
422          -46.82140000   -6.10970000  2.211300E+02  9.779749506387E+05
423          -46.84660000   -6.12490000  2.422500E+02  9.779692312687E+05
424          -46.88970000   -6.14370000  2.385300E+02  9.779715229484E+05
425          -46.91040000   -6.14540000  2.043700E+02  9.779822963147E+05
426          -46.95470000   -6.14940000  2.031600E+02  9.779832328211E+05
427          -46.98000000   -6.15910000  1.948800E+02  9.779864456017E+05
428          -47.02630000   -6.18220000  1.745000E+02  9.779944252813E+05
429          -47.04790000   -6.20120000  1.454600E+02  9.780046266239E+05
430          -47.07080000   -6.20850000  1.712600E+02  9.779981891197E+05
431          -47.11690000   -6.23450000  1.966500E+02  9.779956391656E+05
432          -47.14300000   -6.24460000  2.107000E+02  9.779942467501E+05
433          -47.16540000   -6.25320000  1.863700E+02  9.780038190957E+05
434          -47.21790000   -6.26670000  1.516600E+02  9.780170535414E+05
435          -47.29190000   -6.30060000  1.852300E+02  9.780107419577E+05
436          -47.24440000   -6.27770000  1.913800E+02  9.780060323667E+05
437          -47.34180000   -6.32010000  1.778300E+02  9.780135932093E+05
438          -47.36070000   -6.33680000  1.648000E+02  9.780174333680E+05
439          -41.99770000   -2.98440000  8.650000E+00  9.780214530965E+05
440          -45.89960000   -5.68630000  1.948700E+02  9.779746367522E+05
441          -45.92710000   -5.69930000  1.959000E+02  9.779722550378E+05
442          -45.95180000   -5.71090000  1.820100E+02  9.779746709792E+05
443          -45.97890000   -5.72360000  2.011000E+02  9.779675017256E+05
444          -42.77430000   -2.75100000 -1.740000E+01  9.779726660145E+05
445          -42.30570000   -2.85730000  1.870000E+00  9.779705609173E+05
446          -44.51070000   -5.28630000  7.036000E+01  9.780185068492E+05
447          -44.53550000   -5.29020000  8.063000E+01  9.780167458220E+05
448          -47.39750000   -6.46640000  1.639300E+02  9.780150244382E+05
449          -47.38000000   -6.10360000  1.210200E+02  9.780207205394E+05
450          -47.37500000   -6.12610000  1.364500E+02  9.780176402899E+05
451          -47.36440000   -6.17080000  1.480500E+02  9.780163814272E+05
452          -47.35670000   -6.20830000  1.402400E+02  9.780191292062E+05
453          -47.35220000   -6.23060000  1.561700E+02  9.780144119818E+05
454          -47.35560000   -6.26310000  1.334900E+02  9.780225748750E+05
455          -47.36060000   -6.28440000  1.244600E+02  9.780266028062E+05
456          -47.36500000   -6.30170000  1.237900E+02  9.780278549604E+05
457          -47.36810000   -6.31860000  1.476600E+02  9.780213912240E+05
458          -47.37560000   -6.34940000  1.583500E+02  9.780188036668E+05
459          -47.43940000   -6.55190000  1.508300E+02  9.780170139586E+05
460          -47.55140000   -5.10680000  2.977900E+02  9.779798460387E+05
461          -47.47810000   -5.54190000  9.731000E+01  9.780093664364E+05
462          -47.45030000   -5.56470000  1.053900E+02  9.780060935330E+05
463          -47.44080000   -5.57860000  1.143600E+02  9.780033718595E+05
464          -47.41640000   -5.61420000  1.100600E+02  9.780057441157E+05
465          -44.60140000   -5.32160000  1.113000E+02  9.780100368940E+05
466          -44.63040000   -5.31970000  9.887000E+01  9.780132700560E+05
467          -44.64790000   -5.32830000  9.420000E+01  9.780146643945E+05
468          -44.67380000   -5.33710000  1.152900E+02  9.780076800331E+05
469          -45.45600000   -5.45430000  1.621300E+02  9.779956995469E+05
470          -45.48000000   -5.46340000  1.380700E+02  9.780014954877E+05
471          -45.82260000   -5.64930000  1.887100E+02  9.779800808833E+05
472          -45.87280000   -5.67340000  1.953800E+02  9.779759793480E+05
473          -46.09170000   -5.78370000  2.078900E+02  9.779654951320E+05
474          -46.19650000   -5.83310000  2.194700E+02  9.779645705036E+05
475          -46.22270000   -5.84460000  2.165700E+02  9.779680378157E+05
476          -46.24240000   -5.86490000  2.238400E+02  9.779679689390E+05
477          -46.26360000   -5.88280000  2.213600E+02  9.779703414495E+05
478          -46.31270000   -5.90730000  9.382000E+02  9.777503100645E+05
479          -46.33760000   -5.91970000  2.956700E+02  9.779489971096E+05
480          -46.36190000   -5.93170000  2.731100E+02  9.779558389743E+05
481          -46.38620000   -5.94450000  2.563400E+02  9.779608004933E+05
482          -46.40400000   -5.95740000  2.856300E+02  9.779518005309E+05
483          -46.44490000   -5.98190000  3.069500E+02  9.779462098965E+05
484          -46.46970000   -5.99560000  2.988100E+02  9.779495582541E+05
485          -46.49350000   -6.00870000  3.056800E+02  9.779476698902E+05
486          -46.54010000   -6.03380000  3.065800E+02  9.779450445594E+05
487          -46.56880000   -6.03670000  2.552400E+02  9.779579631026E+05
488          -41.94800000   -2.89130000  2.270000E+00  9.780146415720E+05
489          -41.90010000   -2.99630000 -1.594000E+01  9.780226659822E+05
490          -42.08680000   -2.87790000  1.105000E+01  9.779953825478E+05
491          -42.11650000   -2.83780000 -1.140000E+01  9.779891829433E+05
492          -42.27820000   -2.88770000  2.266000E+01  9.779753164050E+05
493          -42.73220000   -2.74860000 -1.501000E+01  9.779709511530E+05
494          -42.66080000   -2.73030000 -2.074000E+01  9.779696367399E+05
495          -42.61480000   -2.74150000 -2.102000E+01  9.779659966165E+05
496          -42.32670000   -2.78230000 -2.430000E+00  9.779616628912E+05
497          -42.30860000   -2.82760000  2.540000E+00  9.779634866862E+05
498          -42.84850000   -2.78810000 -1.281000E+01  9.779756157142E+05
499          -42.86720000   -2.83710000  1.290000E+00  9.779799472814E+05
500          -42.94540000   -2.88070000  2.551000E+01  9.779841070872E+05
501          -42.98610000   -2.89920000  2.764000E+01  9.779898847835E+05
502          -43.01160000   -2.94230000  3.012000E+01  9.780000355697E+05
503          -43.11050000   -3.02330000  6.556000E+01  9.780091313033E+05
504          -43.14050000   -3.00780000  2.341000E+01  9.780213585163E+05
505          -43.22980000   -3.04000000  6.024000E+01  9.780185253109E+05
506          -43.35880000   -3.17290000  4.228000E+01  9.780316899679E+05
507          -43.42440000   -3.22720000  5.689000E+01  9.780313972420E+05
508          -43.43210000   -3.27050000  1.536000E+01  9.780468394630E+05
509          -43.50790000   -3.31370000  1.505000E+01  9.780450376914E+05
510          -43.69040000   -3.37900000  6.741000E+01  9.780146077216E+05
511          -43.54880000   -3.41690000  6.706000E+01  9.780296706999E+05
512          -43.56080000   -3.45110000  6.789000E+01  9.780301169676E+05
513          -44.79320000   -5.38560000  6.918000E+01  9.780155239535E+05
514          -44.81160000   -5.39780000  7.891000E+01  9.780121046704E+05
515          -44.85820000   -5.40840000  1.086700E+02  9.780022277604E+05
516          -44.87720000   -5.39470000  1.178000E+02  9.779984943259E+05
517          -44.94370000   -5.41770000  1.345400E+02  9.779915839911E+05
518          -44.98560000   -5.40670000  1.833400E+02  9.779763777667E+05
519          -45.00970000   -5.41940000  1.636000E+02  9.779821179192E+05
520          -45.03060000   -5.43850000  1.284300E+02  9.779931556066E+05
521          -45.05090000   -5.44250000  1.136800E+02  9.779972077788E+05
522          -45.09810000   -5.44550000  1.381400E+02  9.779873144202E+05
523          -45.12200000   -5.45370000  1.219800E+02  9.779919254939E+05
524          -45.14750000   -5.45040000  9.633000E+01  9.780005661919E+05
525          -45.21380000   -5.49510000  1.334800E+02  9.779953191695E+05
526          -45.27490000   -5.48580000  1.467500E+02  9.779951808561E+05
527          -45.30570000   -5.44340000  1.211000E+02  9.780076934994E+05
528          -45.34540000   -5.41810000  1.906900E+02  9.779905284060E+05
529          -46.62310000   -4.35940000  1.443200E+02  9.779669115721E+05
530          -47.54820000   -4.55930000  2.639700E+02  9.779743922021E+05
531          -47.85480000   -4.95860000  3.248900E+02  9.779651563523E+05
532          -47.96060000   -5.21180000  1.240900E+02  9.780066619815E+05
533          -47.49170000   -5.52400000  9.759000E+01  9.780102687389E+05
534          -46.11490000   -5.80070000  2.092600E+02  9.779645726628E+05
535          -42.54180000   -3.45950000  2.908000E+01  9.780191739827E+05
536          -42.44970000   -3.44400000 -1.720000E+00  9.780313702952E+05
537          -42.63650000   -3.54660000  6.282000E+01  9.780070423997E+05
538          -42.70570000   -3.62090000  1.574000E+01  9.780206223600E+05
539          -42.21790000   -3.37530000  4.619000E+01  9.780126416265E+05
540          -42.16540000   -2.83900000 -5.200000E-01  9.779782563999E+05
541          -42.46690000   -2.78510000 -3.530000E+00  9.779597524684E+05
542          -45.71340000   -3.99910000  1.475000E+01  9.779964840176E+05
543          -46.49390000   -4.29880000  3.467000E+01  9.779899944157E+05
544          -47.18210000   -4.78110000  2.346000E+02  9.779580324407E+05
545          -47.34840000   -4.87470000  2.100800E+02  9.779788581054E+05
546          -44.70000000   -5.34300000  1.283100E+02  9.780027517424E+05
547          -44.72720000   -5.35090000  1.049000E+02  9.780086483345E+05
548          -44.74680000   -5.36540000  1.021200E+02  9.780081280654E+05
549          -44.77400000   -5.37390000  7.191000E+01  9.780156546507E+05
550          -44.90050000   -5.40940000  1.627000E+02  9.779841681287E+05
551          -44.92710000   -5.41990000  7.524000E+01  9.780101430323E+05
552          -45.19350000   -5.47950000  1.259200E+02  9.779956878685E+05
553          -45.28630000   -5.46380000  1.859400E+02  9.779849599503E+05
554          -45.36710000   -5.40730000  2.151100E+02  9.779844254870E+05
555          -45.50060000   -5.47800000  1.341700E+02  9.780012032139E+05
556          -45.52560000   -5.49160000  1.497500E+02  9.779951356460E+05
557          -45.54860000   -5.50420000  1.823900E+02  9.779846492490E+05
558          -45.57200000   -5.51700000  1.972000E+02  9.779802774114E+05
559          -45.59750000   -5.53520000  1.542800E+02  9.779943209616E+05
560          -45.62110000   -5.54680000  1.654500E+02  9.779910003858E+05
561          -45.65000000   -5.55240000  1.976700E+02  9.779801207993E+05
562          -45.67000000   -5.56590000  2.081300E+02  9.779769232451E+05
563          -45.69310000   -5.58260000  1.498900E+02  9.779952604051E+05
564          -45.74550000   -5.61030000  2.385100E+02  9.779677068158E+05
565          -45.76990000   -5.62300000  1.933100E+02  9.779810251245E+05
566          -45.79520000   -5.63580000  1.985400E+02  9.779783169443E+05
567          -46.00360000   -5.73510000  1.942200E+02  9.779694292439E+05
568          -46.04830000   -5.75590000  1.975900E+02  9.779690873987E+05
569          -46.16650000   -5.82620000  2.099100E+02  9.779653097177E+05
570          -46.28900000   -5.89550000  2.471100E+02  9.779633604473E+05
571          -46.75160000   -6.07260000  2.812100E+02  9.779567094349E+05
572          -46.92950000   -6.14710000  2.062200E+02  9.779819325485E+05
573          -47.26920000   -6.28730000  1.459800E+02  9.780213525226E+05
574          -44.56170000   -5.29550000  1.066400E+02  9.780100489199E+05
575          -44.57530000   -5.30750000  1.191200E+02  9.780069175212E+05
576          -44.47522000   -5.34574400  1.020070E+02  9.780102899802E+05
577          -47.49833000   -5.49188100  9.520400E+01  9.780128970481E+05
578          -47.49808000   -5.48986500  9.554900E+01  9.780129220138E+05
579          -47.49560000   -5.49022600  9.746900E+01  9.780122286645E+05
580          -47.49959000   -5.47650600  1.487480E+02  9.779976315238E+05
581          -44.02693000   -4.53799400  3.178800E+01  9.780057563652E+05
582          -44.75998000   -4.22243400 -5.752000E+00  9.780131239353E+05
583          -47.48457000   -5.47458800  1.606280E+02  9.779939087557E+05
584          -44.12760000   -4.11884400  1.009600E+01  9.780151208947E+05
585          -43.01668000   -4.24730600  4.058500E+01  9.780167389961E+05
586          -43.18493000   -4.92835900  1.219240E+02  9.780001199718E+05
587          -43.34431000   -4.81278800  4.611400E+01  9.780147081176E+05
588          -45.87301000   -2.18242300  3.801200E+01  9.779707490869E+05
589          -42.85472000   -3.67277800  6.374900E+01  9.780126171912E+05
590          -43.96458000   -3.52331200  1.022700E+01  9.780292606544E+05
591          -43.45779000   -3.73315900  2.518200E+01  9.780418913024E+05
592          -44.65818000   -3.57963100 -1.355700E+01  9.779822849242E+05
593          -44.81273000   -4.64168500  2.515700E+01  9.780021358314E+05
594          -45.01819000   -3.19291300 -9.081000E+00  9.780049469990E+05
595          -47.42011000   -6.54206300  1.811500E+02  9.780088885947E+05
596          -45.58977000   -3.90931500  8.813000E+00  9.779932706300E+05
597          -45.75445000   -4.02170600  1.840000E+01  9.779950787113E+05
598          -43.32089000   -3.14708500  6.837700E+01  9.780230338217E+05
599          -42.36991000   -2.79638600 -1.356800E+01  9.779627091095E+05
600          -46.07044000   -5.76870400  1.884160E+02  9.779718838548E+05
601          -47.35615000   -5.84574200  1.235080E+02  9.780104609452E+05
602          -47.38278000   -5.99974800  1.324230E+02  9.780145431797E+05
603          -43.38973000   -3.20409100  4.844700E+01  9.780318031409E+05
604          -44.48577000   -5.30292700  8.675100E+01  9.780132773937E+05
605          -46.15702000   -5.81645400  2.065140E+02  9.779654688589E+05
606          -45.23392000   -5.50813100  1.293860E+02  9.779979765871E+05
607          -47.03471000   -6.19014200  1.621190E+02  9.779986893069E+05
